"","date","unique_users","tweet_count","freq","freq_hate","freq_upd","freq_upd_hate","freq_rt","freq_rt_hate","norm","norm_hate","norm_upd","norm_upd_hate","norm_rt","norm_rt_hate","election","date_num","slope_change","slope_change2","date_num2"
"33",2015-07-19,523776,2635008,3715,665,2662,568,1421,132,0.011278903138055,0.00201896920237054,0.0406586021505376,0.00867546432062561,0.00431421840085495,0.000400757796560769,0,33,0,0,1089
"34",2015-07-20,585408,3008160,3793,743,3018,645,1184,179,0.0100872294026913,0.0019759587255997,0.0412430305018039,0.00881436536569367,0.00314876868251689,0.000476038508589969,0,34,0,0,1156
"35",2015-07-21,590472,3032160,3776,802,3100,693,1236,170,0.00996253495857738,0.00211598332541818,0.0420002980666314,0.00938909889037922,0.00326104163368688,0.000448525143791884,0,35,0,0,1225
"36",2015-07-22,604112,3223840,4940,1081,3628,870,1863,323,0.0122586728869919,0.00268251526130329,0.0480440712980374,0.0115210424557036,0.00462305821628865,0.000801528611841779,0,36,0,0,1296
"37",2015-07-23,608520,3319000,3938,879,3229,747,1373,214,0.00949201566736969,0.00211871045495631,0.0424505357260238,0.00982054821534214,0.0033094305513709,0.000515818017475143,0,37,0,0,1369
"38",2015-07-24,588120,2986728,3599,691,2970,608,1226,161,0.00963998060754109,0.0018508548485165,0.0403999183840033,0.00827042100251649,0.00328386113499455,0.000431241144155075,0,38,0,0,1444
"39",2015-07-25,538432,2704784,3038,655,2536,579,1002,153,0.00898556039964744,0.00193730811776467,0.0376797812908594,0.00860275763699037,0.00296363776183237,0.00045253151453129,0,39,0,0,1521
"40",2015-07-26,529976,2743376,3218,718,2586,616,1105,174,0.00938405818232718,0.00209377059506243,0.0390357299198454,0.00929853427325011,0.00322230711357102,0.000507404016073626,0,40,0,0,1600
"41",2015-07-27,586168,3075384,4210,816,3223,700,1382,190,0.0109514779292602,0.00212266175541006,0.0439873892808888,0.00955357508427618,0.0035949982181087,0.000494247222460675,0,41,0,0,1681
"42",2015-07-28,599216,3184728,3772,780,3001,655,1201,195,0.00947522048978751,0.0019593510026602,0.0400656858294839,0.00874475981949748,0.00301689814640371,0.000489837750665049,0,42,0,0,1764
"43",2015-07-29,610840,3301288,4616,1237,3395,994,1543,377,0.0111859371251463,0.00299761789943804,0.0444633619278371,0.0130181389561915,0.00373914666033379,0.000913582819796395,0,43,0,0,1849
"44",2015-07-30,601096,3140320,3868,845,3006,703,1183,194,0.00985377286391196,0.00215264686401386,0.0400069206915368,0.00935624259685641,0.0030137056096194,0.000494217149844602,0,44,0,0,1936
"45",2015-07-31,602976,3269464,4507,1004,3535,834,1589,246,0.0110281073594938,0.00245667179696733,0.0469007058324046,0.0110651170195829,0.00388809908902499,0.000601933527942195,0,45,0,0,2025
"46",2015-08-01,544032,2756136,3166,663,2525,580,1046,140,0.00918967714220198,0.00192443333710673,0.0371301688135992,0.00852891006411387,0.00303613464647608,0.000406366013868692,0,46,0,0,2116
"47",2015-08-02,534656,2737176,3050,684,2475,595,948,176,0.00891429707114194,0.00199914072021675,0.0370331577687335,0.00890292075652382,0.00277073889293199,0.000514398781810158,0,47,0,0,2209
"48",2015-08-03,577976,2964056,4047,769,3238,681,1488,231,0.010922870553053,0.00207553433538368,0.0448184699710715,0.00942599692720805,0.00401611845390236,0.000623470001916293,0,48,0,0,2304
"49",2015-08-04,594920,3172944,4036,819,3181,706,1447,196,0.0101760384047118,0.00206495923029212,0.0427754992267868,0.00949371344046258,0.0036483467719569,0.000494178277334866,0,49,0,0,2401
"50",2015-08-05,599592,3124752,3647,763,2963,651,1201,157,0.0093370609891601,0.00195343502460355,0.0395335494803133,0.00868590641636313,0.00307480401644675,0.000401951898902697,0,50,0,0,2500
"51",2015-08-06,603864,3217352,3894,789,3092,654,1248,164,0.00968249666185111,0.00196186180436583,0.0409628658108448,0.00866420253567028,0.003103173044168,0.000407788765419513,0,51,0,0,2601
"52",2015-08-07,609512,3324936,3823,792,3062,686,1219,152,0.00919837254010303,0.00190560058900382,0.040189528672118,0.00900392445103624,0.00293298878534805,0.000365721325162349,0,52,0,0,2704
"53",2015-08-08,545656,2735776,3326,723,2642,621,969,153,0.0097259424748225,0.00211420818078673,0.0387350271966221,0.00910463735393728,0.0028335653211374,0.000447405050705906,0,53,0,0,2809
"54",2015-08-09,533048,2740128,3056,623,2481,557,888,138,0.00892221093321188,0.00181889313199967,0.0372349206825652,0.00835947231768996,0.00259257961671864,0.00040290088638195,0,54,0,0,2916
"55",2015-08-10,587616,3140080,3690,740,3001,637,1199,177,0.00940103436855112,0.00188530228529209,0.040856613843054,0.00867233022926537,0.00305469924333138,0.000450943924995542,0,55,0,0,3025
"56",2015-08-11,604632,3253392,3955,900,3084,764,1305,257,0.00972523446298509,0.0022130748461913,0.0408049855118485,0.0101086280580585,0.00320895852697738,0.000631955817190182,0,56,0,0,3136
"57",2015-08-12,609960,3291112,3942,829,3231,695,1198,171,0.0095821716185897,0.0020151243713371,0.0423765492819201,0.00911535182634927,0.00291208564157039,0.000415664978888595,0,57,0,0,3249
"58",2015-08-13,605768,3189160,3731,775,3061,680,1201,168,0.00935920430458177,0.00194408558993591,0.0404247170533934,0.0089803357060789,0.00301270554001681,0.000421427585947397,0,58,0,0,3364
"59",2015-08-14,602520,3148240,3636,710,2984,632,1190,183,0.00923944807257388,0.00180418265443549,0.0396202615680807,0.00839142269136294,0.0030239117729271,0.000465021726424923,0,59,0,0,3481
"60",2015-08-15,548600,2850432,3255,683,2607,591,1037,155,0.00913545736225246,0.00191690242040505,0.0380167699598979,0.00861830113014947,0.00291043603215232,0.000435021779154879,0,60,0,0,3600
"61",2015-08-16,540464,2880848,3502,723,2815,598,1297,186,0.00972491433078038,0.00200774216480703,0.0416679001746647,0.00885165339412061,0.00360171727213654,0.000516514581817576,0,61,0,0,3721
"62",2015-08-17,591680,3236336,3484,739,2878,632,1137,151,0.0086122083739142,0.00182675717230844,0.0389129259058951,0.00854515954570038,0.00281058579826075,0.000373261614368842,0,62,0,0,3844
"63",2015-08-18,600072,3245960,3835,770,3132,650,1139,157,0.0094517492513771,0.00189774365673021,0.0417549894012718,0.00866562679145169,0.00280718185066976,0.000386942537800836,0,63,0,0,3969
"64",2015-08-19,606840,3285720,3552,749,2908,651,1090,177,0.0086483327855082,0.00182364900234956,0.0383362995188188,0.0085821633379474,0.00265390842798534,0.000430955772250831,0,64,0,0,4096
"65",2015-08-20,607224,3229888,3696,779,2977,684,1089,164,0.00915449699803832,0.0019294786692294,0.0392211111550268,0.00901150152167898,0.00269730715120772,0.000406206035627242,0,65,0,0,4225
"66",2015-08-21,608264,3258448,3513,664,2780,587,1057,166,0.00862496501401894,0.00163022395938189,0.036563071297989,0.00772033196112214,0.00259510048955822,0.000407555989845472,0,66,0,0,4356
"67",2015-08-22,555728,3016728,3300,677,2684,605,1030,146,0.00875120329045244,0.00179532261443524,0.0386376068868223,0.00870929663432471,0.00273143617853515,0.000387174448607896,0,67,0,0,4489
"68",2015-08-23,552704,3056144,3327,661,2701,585,1121,145,0.0087090137113958,0.00173028496039454,0.0390950671607226,0.00846746178786475,0.00293441670287787,0.000379563266652357,0,68,0,0,4624
"69",2015-08-24,608984,3338160,3908,745,3090,636,1339,164,0.00936563855537182,0.00178541471948618,0.0405921994666527,0.00835489930769938,0.0032089534354255,0.000393030891269442,0,69,0,0,4761
"70",2015-08-25,610960,3326840,3875,796,3086,685,1217,194,0.00931815175962776,0.00191412872275192,0.0404085373837894,0.00896949063768496,0.00292650082360438,0.000466508759062654,0,70,0,0,4900
"71",2015-08-26,625376,3363800,3958,768,3199,668,1290,176,0.00941316368392889,0.00182650573755871,0.0409225809752853,0.00854525917208208,0.00306795885605565,0.000418574231523872,0,71,0,0,5041
"72",2015-08-27,618240,3241944,3703,767,2952,654,1136,151,0.00913772724019909,0.00189269154556649,0.0381987577639752,0.00846273291925466,0.00280325631781425,0.000372615936610873,0,72,0,0,5184
"73",2015-08-28,611152,3211744,3811,760,3047,656,1168,165,0.00949266193071428,0.00189305249733478,0.0398853313087415,0.008587061811137,0.00290932278537766,0.000410991660605577,0,73,0,0,5329
"74",2015-08-29,567920,3050872,3596,665,2876,590,1041,114,0.00942943525654305,0.00174376375016717,0.0405127482744048,0.00831102972249613,0.00272971137432183,0.000298930928600085,0,74,0,0,5476
"75",2015-08-30,559328,4280440,3731,730,2886,642,1327,221,0.00697311491342012,0.00136434572146789,0.0412781051547571,0.0091824475084387,0.00248011886628477,0.00041304164992384,0,75,0,0,5625
"76",2015-08-31,629640,4028568,4873,1169,3664,994,1884,417,0.00967688766827319,0.00232142041539326,0.0465535861762277,0.0126294390445334,0.00374127977981258,0.00082808581113686,0,76,0,0,5776
"77",2015-09-01,619960,3318856,3691,771,2948,660,1181,196,0.00889704163121268,0.00185847171434976,0.038041163946061,0.0085166784953868,0.00284676406569011,0.000472451953323675,0,77,0,0,5929
"78",2015-09-02,615240,3202848,3648,789,2948,692,1134,182,0.0091118904175284,0.00197074603602794,0.0383330082569404,0.00899811455692088,0.00283247909360669,0.000454595410085024,0,78,0,0,6084
"79",2015-09-03,623512,3229216,3755,813,3029,699,1182,206,0.00930256755819369,0.00201411116506297,0.0388637267606718,0.0089685523293858,0.00292826494108787,0.000510340590409561,0,79,0,0,6241
"80",2015-09-04,615272,3143536,3565,719,2813,632,1168,158,0.00907258577601783,0.00182978658427961,0.0365756933518834,0.00821750380319598,0.00297244886013712,0.000402094965669234,0,80,0,0,6400
"81",2015-09-05,568176,2966632,3337,673,2650,565,1118,176,0.00899875683940576,0.00181485266794129,0.0373123820787925,0.00795528146208217,0.00301486669057706,0.00047461228760426,0,81,0,0,6561
"82",2015-09-06,546160,2901928,3217,647,2554,551,1036,149,0.00886858667754679,0.00178364177195299,0.03741028270104,0.00807089497583126,0.00285603226544559,0.00041076139725038,0,82,0,0,6724
"83",2015-09-07,571800,3030672,3592,744,2934,650,1215,194,0.0094817255051025,0.0019639208729945,0.0410493179433368,0.00909408884225254,0.00320720949017248,0.000512097646990502,0,83,0,0,6889
"84",2015-09-08,614672,3274128,3865,837,2967,690,1194,186,0.0094437358588302,0.00204512468663412,0.0386157170002863,0.00898039930239217,0.00291741801175763,0.00045447215258536,0,84,0,0,7056
"85",2015-09-09,622256,3313104,3763,793,2910,662,1081,170,0.00908634319960979,0.00191482066364352,0.0374122547633128,0.00851096654753028,0.00261024103076752,0.000410491188927362,0,85,0,0,7225
"86",2015-09-10,618280,3190496,3765,746,3012,636,1200,201,0.00944053839904516,0.00187055554998345,0.0389726337581678,0.00822928123180436,0.00300893654152834,0.000503996870705997,0,86,0,0,7396
"87",2015-09-11,629488,3232912,3556,720,2795,624,979,139,0.0087994971715902,0.00178167546781354,0.0355209312965458,0.00793025442899626,0.00242258372637424,0.000343962347258447,0,87,0,0,7569
"88",2015-09-12,573440,3050128,3390,614,2700,541,953,129,0.00889143013014536,0.00161042421826232,0.0376674107142857,0.00754743303571429,0.00249956723127685,0.000338346456279868,0,88,0,0,7744
"89",2015-09-13,576824,3229320,4255,684,3382,582,1291,167,0.010540918831209,0.00169447437850693,0.0469051218395906,0.00807178619474918,0.00319819652434568,0.000413709387734879,0,89,0,0,7921
"90",2015-09-14,609328,3341312,4014,813,3165,670,1075,181,0.00961059607722954,0.00194654076003678,0.0415539742142163,0.00879657590000788,0.00257383925835121,0.000433362703034018,0,90,0,0,8100
"91",2015-09-15,615720,3333504,3872,793,3048,657,1187,169,0.00929232423299927,0.00190310256114887,0.0396024166829078,0.00853634769050867,0.00284865414890758,0.000405579234343202,0,91,0,0,8281
"92",2015-09-16,618496,3254440,3578,700,2859,600,1068,149,0.00879536878848588,0.0017207261464338,0.0369800289735099,0.00776076158940397,0.00262533646341613,0.000366268851169479,0,92,0,0,8464
"93",2015-09-17,625880,3376200,3853,752,2986,641,1162,174,0.00912979088916533,0.00178188495942184,0.038167060778424,0.00819326388445069,0.00275339138676619,0.000412297849653457,0,93,0,0,8649
"94",2015-09-18,611272,3154176,3524,719,2744,579,1005,148,0.00893799204610015,0.00182361415469524,0.0359119998953003,0.00757764137732466,0.00254900170440711,0.000375375375375375,0,94,0,0,8836
"95",2015-09-19,567840,3070240,3401,674,2672,587,953,139,0.00886184793371202,0.00175621449788942,0.0376444068751761,0.00826993519301212,0.00248319349627391,0.000362186669446037,0,95,0,0,9025
"96",2015-09-20,567184,3284520,3440,703,2805,611,1017,179,0.00837869764836262,0.00171227454848806,0.0395638805043866,0.00861801461254196,0.00247707427569325,0.000435984557865381,0,96,0,0,9216
"97",2015-09-21,603160,3241272,3461,765,2758,668,1084,189,0.00854232535868634,0.00188814761612108,0.0365806751110816,0.0088600039790437,0.00267549283120948,0.000466483528688737,0,97,0,0,9409
"98",2015-09-22,612864,3292376,3912,836,3089,700,1272,195,0.00950559717359135,0.00203135972319079,0.0403221595655806,0.00913742690058479,0.00309077699509412,0.000473821945002636,0,98,0,0,9604
"99",2015-09-23,622976,3357728,4081,784,3275,688,1349,163,0.00972324142991928,0.00186792974296906,0.0420561947811794,0.00883501130059585,0.00321407809089956,0.000388357841969332,0,99,0,0,9801
"100",2015-09-24,617448,3304056,4395,1025,3372,854,1336,265,0.0106414661252715,0.00248179812932953,0.0436895090760679,0.0110648993923375,0.00323481200076512,0.000641635613924219,0,100,0,0,10000
"101",2015-09-25,610856,3198192,3623,812,2883,686,1040,179,0.00906262038051499,0.00203114759839309,0.0377568526788638,0.00898411409562974,0.00260146983045421,0.000447752980433945,0,101,0,0,10201
"102",2015-09-26,563440,3097176,3203,628,2589,534,957,144,0.00827334320038642,0.00162212286289187,0.0367599034502343,0.00758199630839131,0.00247192926717758,0.000371951739261831,0,102,0,0,10404
"103",2015-09-27,561048,3076408,3387,646,2747,556,1064,160,0.00880767440469535,0.00167988121211491,0.0391695541201466,0.00792802041893029,0.00276686317289514,0.00041606965005942,0,103,0,0,10609
"104",2015-09-28,609480,3218464,3657,724,2911,616,1200,187,0.00909005040913927,0.00179961621444267,0.0382096213165321,0.00808558115114524,0.00298278930570608,0.000464818000139197,0,104,0,0,10816
"105",2015-09-29,612192,3216392,3909,829,3140,696,1286,217,0.00972269549234049,0.00206193772400877,0.0410328785740421,0.0090951858240552,0.00319861509418006,0.000539735206405189,0,105,0,0,11025
"106",2015-09-30,611176,3200864,4019,807,3213,694,1341,184,0.010044787907265,0.00201695542203605,0.0420566252601542,0.00908412634003953,0.00335159506933128,0.000459875833524948,0,106,0,0,11236
"107",2015-10-01,622264,3531192,3947,841,3152,704,1227,215,0.00894202297694376,0.00190530563050664,0.0405229934561537,0.00905082087345564,0.0027797978699544,0.000487087646324527,0,107,0,0,11449
"108",2015-10-02,610496,3228016,3677,734,2876,604,1131,187,0.00911271815257421,0.00181907400706812,0.0376873886151588,0.00791487577314184,0.00280296008446055,0.000463442560383839,0,108,0,0,11664
"109",2015-10-03,564552,3049064,3292,628,2665,542,948,167,0.00863740479045373,0.00164771877533564,0.0377644574813303,0.00768042624948632,0.00248732069907355,0.000438167253950721,0,109,0,0,11881
"110",2015-10-04,560936,3121600,3571,687,2922,609,1088,191,0.00915171706817017,0.00176063557150179,0.0416732033600981,0.00868548283583154,0.0027883136852896,0.00048949256791389,0,110,0,0,12100
"111",2015-10-05,599432,3215088,3749,779,3007,670,1193,180,0.00932851604683915,0.00193836062963129,0.0401313243203566,0.00894179823566309,0.00296850350596935,0.000447888207103507,0,111,0,0,12321
"112",2015-10-06,608352,3244512,4035,804,3266,691,1158,209,0.009949107908986,0.00198242447554517,0.0429488191047288,0.00908684445847141,0.0028552830132852,0.000515331735558383,0,112,0,0,12544
"113",2015-10-07,616368,3280696,3911,790,3100,659,1245,207,0.00953700068522045,0.00192642049126161,0.040235703346053,0.00855333177582224,0.00303594115395026,0.000504770938849561,0,113,0,0,12769
"114",2015-10-08,622688,3379656,3959,890,3091,726,1191,233,0.00937136797354524,0.00210672328781391,0.039711701526286,0.00932730356133409,0.00281922183796221,0.000551535422540046,0,114,0,0,12996
"115",2015-10-09,609288,3218792,3809,724,3055,610,1294,175,0.00946690559688231,0.0017994328307017,0.0401123934822284,0.0080093486167461,0.00321611337420995,0.000434945780901655,0,115,0,0,13225
"116",2015-10-10,559344,2934648,3197,569,2561,494,961,136,0.00871518492166693,0.0015511229966933,0.0366286221001745,0.00706541949140422,0.00261973497332559,0.000370742930668346,0,116,0,0,13456
"117",2015-10-11,560136,3147072,3231,658,2615,583,1072,171,0.00821334878896956,0.00167266589388486,0.0373480726109373,0.00832654926660668,0.00272507270249934,0.000434689768775548,0,117,0,0,13689
"118",2015-10-12,599720,3299496,3938,735,3103,626,1338,186,0.00954812492574623,0.00178209035561795,0.0413926499032882,0.00835056359634496,0.00324413183104329,0.000450977967544134,0,118,0,0,13924
"119",2015-10-13,611128,3383976,4010,849,3162,715,1309,224,0.00947997267120098,0.00200710643337896,0.0413923106125067,0.00935974133078504,0.00309458459516261,0.000529554583129431,0,119,0,0,14161
"120",2015-10-14,637352,3661224,4815,848,3546,688,1702,234,0.0105210716416149,0.0018529322434246,0.0445091566355797,0.00863573033425799,0.00371897485649608,0.000511304416228016,0,120,0,0,14400
"121",2015-10-15,614384,3281040,4148,799,3170,678,1453,219,0.0101138663350645,0.00194816277765587,0.0412771165915779,0.00882835490507565,0.00354277911881599,0.000533977031672884,0,121,0,0,14641
"122",2015-10-16,605656,3243464,3764,690,3007,591,1226,192,0.00928390140911075,0.00170188415841828,0.0397189163485543,0.0078064115603577,0.00302392750466785,0.00047356776582074,0,122,0,0,14884
"123",2015-10-17,559224,3040144,3179,571,2518,504,974,123,0.00836539321821598,0.00150256040503345,0.0360213438622091,0.00720999098751126,0.00256303648774532,0.000323668878842581,0,123,0,0,15129
"124",2015-10-18,558024,3167520,3341,705,2660,624,1120,198,0.0084381471940193,0.00178057281406274,0.0381345605206945,0.0089458517913208,0.00282871142092236,0.000500075769055918,0,124,0,0,15376
"125",2015-10-19,605312,3332648,3955,816,3034,680,1348,244,0.00949395195652226,0.00195880272984126,0.0400983294565447,0.00898710086699091,0.00323586529390443,0.000585720424119199,0,125,0,0,15625
"126",2015-10-20,617896,3488056,4235,855,3382,730,1472,235,0.00971314680727603,0.00196097769072515,0.0437873040123257,0.00945142871939614,0.0033760925856695,0.000538982172304573,0,126,0,0,15876
"127",2015-10-21,625776,3454608,4012,903,3187,778,1295,263,0.00929077915641948,0.00209112003445832,0.0407430134744701,0.00994605098309938,0.00299889307267279,0.00060904160472042,0,127,0,0,16129
"128",2015-10-22,615696,3415760,4094,932,3343,794,1379,265,0.00958849567885332,0.00218282314916739,0.0434370208674411,0.010316779709467,0.0032297351101951,0.000620652504859826,0,128,0,0,16384
"129",2015-10-23,610840,3414904,3803,795,3157,692,1332,225,0.00890918163438855,0.00186242424384404,0.0413463427411433,0.00906292973610111,0.00312043911044059,0.000527101201087937,0,129,0,0,16641
"130",2015-10-24,574488,3532792,3704,638,2862,561,1138,172,0.00838770015330651,0.0014447496484367,0.0398546183732297,0.00781217362242553,0.00257699858921782,0.000389493635628704,0,130,0,0,16900
"131",2015-10-25,564272,3537632,3455,805,2796,698,1166,234,0.00781313601867012,0.0018204267713544,0.0396404570845266,0.00989593671137324,0.00263679206881892,0.000529167533536558,0,131,0,0,17161
"132",2015-10-26,605216,3460648,3956,903,3096,724,1282,224,0.00914510808380396,0.00208747032347699,0.0409242320097288,0.00957013694284355,0.00296360681583334,0.00051782209574623,0,132,0,0,17424
"133",2015-10-27,612792,3495280,3991,964,3105,778,1260,245,0.00913460438076492,0.00220640406491039,0.0405357772294677,0.0101567905586235,0.00288388913048454,0.000560756219816438,0,133,0,0,17689
"134",2015-10-28,627240,3633624,4794,911,3785,754,1479,234,0.0105547519501192,0.00200571110274481,0.0482749824628531,0.00961673362668197,0.00325625326120699,0.000515188142746745,0,134,0,0,17956
"135",2015-10-29,621040,3569928,4879,869,3697,737,1727,225,0.0109335538419822,0.00194737821042889,0.0476233414916914,0.00949375241530336,0.00387010606376375,0.000504211849650749,0,135,0,0,18225
"136",2015-10-30,610656,3421072,4282,842,3473,734,1266,228,0.0100132356173737,0.0019689734679656,0.0454986113294555,0.00961588848713515,0.00296047554684613,0.000533166212228214,0,136,0,0,18496
"137",2015-10-31,576008,3286336,3962,745,3169,625,1152,183,0.00964478373483417,0.00181356988451576,0.0440132775933668,0.00868043499395842,0.00280433893551968,0.000445480924652866,0,137,0,0,18769
"138",2015-11-01,565136,3291560,3946,752,3094,649,1258,202,0.00959058926466478,0.00182770479650986,0.0437983069562017,0.00918716910619745,0.00305751680054442,0.000490952618211426,0,138,0,0,19044
"139",2015-11-02,613752,3725584,4620,1086,3635,933,1737,449,0.00992059231519139,0.00233198338837616,0.0473807009997523,0.0121612638329488,0.00372988503278949,0.000964144144917951,0,139,0,0,19321
"140",2015-11-03,620968,3766304,4756,1105,3696,922,1753,345,0.0101022116111711,0.00234712864389067,0.0476159802115407,0.011878228829827,0.00372354435542112,0.000732813920490752,0,140,0,0,19600
"141",2015-11-04,620720,3690672,4897,1000,3656,779,1934,295,0.0106148690536574,0.00216762692539462,0.0471194741590411,0.0100399536022683,0.00419219047371319,0.000639449942991412,0,141,0,0,19881
"142",2015-11-05,624040,3670768,4710,1181,3641,990,1687,444,0.0102648818993736,0.00257384830640346,0.0466764950964682,0.0126914941349913,0.00367661481194126,0.000967644917902739,0,142,0,0,20164
"143",2015-11-06,617752,3567736,4490,875,3583,763,1407,256,0.0100680095163992,0.00196202858059004,0.0464004972869372,0.00988098783978037,0.00315494195758879,0.000574033504721201,0,143,0,0,20449
"144",2015-11-07,567576,3375976,3850,783,2961,666,1315,275,0.00912328760631,0.00185546342746512,0.0417353799314982,0.00938728910313332,0.00311613589670069,0.000651663400450714,0,144,0,0,20736
"145",2015-11-08,570320,3628208,4067,906,3127,758,1422,320,0.00896751233666868,0.00199768039759573,0.0438630944031421,0.0106326272969561,0.00313543214721978,0.000705582480387012,0,145,0,0,21025
"146",2015-11-09,610544,3678928,4419,959,3438,816,1497,313,0.00960932097611043,0.00208539009189634,0.0450483503236458,0.0106921040907781,0.00325529610799668,0.000680633053976593,0,146,0,0,21316
"147",2015-11-10,619512,3672608,4373,1003,3442,847,1565,299,0.00952565588268609,0.00218482342792914,0.0444478880150828,0.010937641240202,0.00340902159990938,0.000651308280110483,0,147,0,0,21609
"148",2015-11-11,632104,3847800,4497,969,3475,799,1512,272,0.00934975830344613,0.00201465772649306,0.0439801045397593,0.0101122600078468,0.00314361453297988,0.000565517958313842,0,148,0,0,21904
"149",2015-11-12,622520,3801840,4534,985,3421,812,1435,260,0.00954064347789491,0.00207268059676367,0.0439632461607659,0.0104350061042216,0.00301959051406687,0.000547103507775183,0,149,0,0,22201
"150",2015-11-13,631624,3928776,4679,930,3600,785,1474,240,0.00952764932386066,0.00189371957067545,0.0455967474320165,0.00994262409281471,0.00300144370664044,0.000488701824690438,0,150,0,0,22500
