day,clinton,trump,random,election,date_num,date_num2,slope_change,slope_change2
2015-09-30,0.018588936584161064,0.025472142544414926,0.03245673194218675,0,106,11236,0,0
2015-10-01,0.0196880838838866,0.033368594600294905,0.032728042682194626,0,107,11449,0,0
2015-10-02,0.02501467474912621,0.02674913004211488,0.03234105053903498,0,108,11664,0,0
2015-10-03,0.02899977335720388,0.02237442626319675,0.032452016430945606,0,109,11881,0,0
2015-10-04,0.026346560612075604,0.026046081225653373,0.032390428430901036,0,110,12100,0,0
2015-10-05,0.0257087271956486,0.02499421346552961,0.033820412207010236,0,111,12321,0,0
2015-10-06,0.025647021531521704,0.026188866328820982,0.03372763454557241,0,112,12544,0,0
2015-10-07,0.0234249544489841,0.027680093944001682,0.033176823537885335,0,113,12769,0,0
2015-10-08,0.02318521207500736,0.024866323437165674,0.03283033538939748,0,114,12996,0,0
2015-10-09,0.029604119657534664,0.03488283385292719,0.032963584962773566,0,115,13225,0,0
2015-10-10,0.02565087286886248,0.041394501425602616,0.03305470373622233,0,116,13456,0,0
2015-10-11,0.019515228983919542,0.0418241735268514,0.032311233303945225,0,117,13689,0,0
2015-10-13,0.037001252655877566,0.03236113337870338,0.0330138432501568,0,119,14161,0,0
2015-10-14,0.04776234105694173,0.03509385686219533,0.03293790223125343,0,120,14400,0,0
2015-10-15,0.041760146341085866,0.033525745600303074,0.03286423383165061,0,121,14641,0,0
2015-10-16,0.030274529627878164,0.030338960876932726,0.03221749525553192,0,122,14884,0,0
2015-10-17,0.03482446869633185,0.031128047530053993,0.03281431015671462,0,123,15129,0,0
2015-10-18,0.029078676617950543,0.031442780296175206,0.03280573752088033,0,124,15376,0,0
2015-10-19,0.02575211115118625,0.03237205753974274,0.033222615283698916,0,125,15625,0,0
2015-10-20,0.02537719876580688,0.02990497946939313,0.033782897517908785,0,126,15876,0,0
2015-10-21,0.025881195164545585,0.02573600024317152,0.03275626876791615,0,127,16129,0,0
2015-10-22,0.015189453004920282,0.02439209418501157,0.03299186337789707,0,128,16384,0,0
2015-10-23,0.016930816214160208,0.02334732119804087,0.032960315401962516,0,129,16641,0,0
2015-10-24,0.019401485419201364,0.0280816100445022,0.03279651993200769,0,130,16900,0,0
2015-10-25,0.018561193785739952,0.028781644305912037,0.032386047221574066,0,131,17161,0,0
2015-10-26,0.02195062166471304,0.0289820427749247,0.033359826930521266,0,132,17424,0,0
2015-10-27,0.022705849477274182,0.02914841285741106,0.032840801114092696,0,133,17689,0,0
2015-10-28,0.027004653466719816,0.027996833010285174,0.032142500608494634,0,134,17956,0,0
2015-10-29,0.025434021396092674,0.027286588194424314,0.0324271397363955,0,135,18225,0,0
2015-10-30,0.02835275675128648,0.032962918186049565,0.033026117817086816,0,136,18496,0,0
2015-10-31,0.02376809978276941,0.029289910849392187,0.032695608426719036,0,137,18769,0,0
2015-11-01,0.02641687539450705,0.0319900700055041,0.032865946024277684,0,138,19044,0,0
2015-11-02,0.0291306910836754,0.028332924885731206,0.03201258244103961,0,139,19321,0,0
2015-11-03,0.02962503263183783,0.02776580617933438,0.03334520613392397,0,140,19600,0,0
2015-11-04,0.027241960222556056,0.032556643737526314,0.03321082110255714,0,141,19881,0,0
2015-11-05,0.03140222209502285,0.02750041986829957,0.03341478168055937,0,142,20164,0,0
2015-11-06,0.027802673601616312,0.030775687420901414,0.03322277783494495,0,143,20449,0,0
2015-11-07,0.030832184017917676,0.024830111846168425,0.03367078985873817,0,144,20736,0,0
2015-11-08,0.025641500362849883,0.023069387096367636,0.0329650008536343,0,145,21025,0,0
2015-11-09,0.025910169841625613,0.02800385951707692,0.03327893173968828,0,146,21316,0,0
2015-11-10,0.02593122622415733,0.028154465281463713,0.03376112334467465,0,147,21609,0,0
2015-11-11,0.021725637103587467,0.030733329382136312,0.033370028052534056,0,148,21904,0,0
2015-11-12,0.03031086896154469,0.04116083185813985,0.0336854950778968,0,149,22201,0,0
2015-11-13,0.026254944384485484,0.032107196398189965,0.03296448638676455,0,150,22500,0,0
2015-11-14,0.03486451973072969,0.03242477184602885,0.03513902436813145,0,151,22801,0,0
2015-11-15,0.04218105710719644,0.032674846331193816,0.03340191189984019,0,152,23104,0,0
2015-11-16,0.0286847314333216,0.030741595819883838,0.033263772590263856,0,153,23409,0,0
2015-11-17,0.02834104449169121,0.028054608275995648,0.03529474115552604,0,154,23716,0,0
2015-11-18,0.02480556393960097,0.03470614708700758,0.033919748976622935,0,155,24025,0,0
2015-11-19,0.03587647594971696,0.04334536115257126,0.034576892378796714,0,156,24336,0,0
2015-11-20,0.03564861076888889,0.036637012054432566,0.032954485907182245,0,157,24649,0,0
2015-11-21,0.034172018870893134,0.03365809624440524,0.032949621546636554,0,158,24964,0,0
2015-11-22,0.028893081022138764,0.03623319818116666,0.033043102560147884,0,159,25281,0,0
2015-11-23,0.026382181090468512,0.03885132458283344,0.03333340278751472,0,160,25600,0,0
2015-11-24,0.02897400975944353,0.034559483738467456,0.03373873332559317,0,161,25921,0,0
2015-11-25,0.02858146413625185,0.02984355702056037,0.03322655303760615,0,162,26244,0,0
2015-11-26,0.04878129718002288,0.029377537768024563,0.031775296796474096,0,163,26569,0,0
2015-11-27,0.04804274661146382,0.02858190863226737,0.03276931995848297,0,164,26896,0,0
2015-11-28,0.03849347841314797,0.0300149576134112,0.033716495698748634,0,165,27225,0,0
2015-11-29,0.037347192845275816,0.031121702726484308,0.03420870481281589,0,166,27556,0,0
2015-11-30,0.026586176362520718,0.03637555413261034,0.03298730549082655,0,167,27889,0,0
2015-12-01,0.029765768684233026,0.033763282579923275,0.03427811057890645,0,168,28224,0,0
2015-12-02,0.02750355177762081,0.03188567586064047,0.034386005785640786,0,169,28561,0,0
2015-12-03,0.032172578361219034,0.03578705680490382,0.034861547405170966,0,170,28900,0,0
2015-12-04,0.027933199437952583,0.03483779460008469,0.032863048416963775,0,171,29241,0,0
2015-12-05,0.029463065373885638,0.03268683833470232,0.03400571392037121,0,172,29584,0,0
2015-12-06,0.034294329097812416,0.031269297808734366,0.033948542139461496,0,173,29929,0,0
2015-12-07,0.03198935708119118,0.03219512456336763,0.03372008634680532,0,174,30276,0,0
2015-12-08,0.028898601429300418,0.035407280010645234,0.033923659059363113,0,175,30625,0,0
2015-12-09,0.025979224989440962,0.03718880812481228,0.0339843031774236,0,176,30976,0,0
2015-12-10,0.03002335762697185,0.0367130201469604,0.03464447496492073,0,177,31329,0,0
2015-12-11,0.031747656305536234,0.03314182974904741,0.03432208124479705,0,178,31684,0,0
2015-12-12,0.03075251898801616,0.0322263470014845,0.03486158375117103,0,179,32041,0,0
2015-12-13,0.028773767471424086,0.026592115290657668,0.03424363295352844,0,180,32400,0,0
2015-12-14,0.030714686013954325,0.02680695995615429,0.03404288941643899,0,181,32761,0,0
2015-12-15,0.028491399849366782,0.027368639793389188,0.034415140145366764,0,182,33124,0,0
2015-12-16,0.03435505387070073,0.03108286021868367,0.03489934608583711,0,183,33489,0,0
2015-12-17,0.03873164793908457,0.031175605474028287,0.0349650322839434,0,184,33856,0,0
2015-12-18,0.028321719190460164,0.030927305121597325,0.03613606304837921,0,185,34225,0,0
2015-12-19,0.029315782859856986,0.029593329740067387,0.03605849234689494,0,186,34596,0,0
2015-12-20,0.05686314472587616,0.03590932504914643,0.03552918236081939,0,187,34969,0,0
2015-12-21,0.04383372479184666,0.03113819454638132,0.035581300838616776,0,188,35344,0,0
2015-12-22,0.03475634037978993,0.029559029858036306,0.035944808048326324,0,189,35721,0,0
2015-12-23,0.03671944546837972,0.030104045186676476,0.03667294142486124,0,190,36100,0,0
2015-12-24,0.03746007063800932,0.03180244069422887,0.03897997732199853,0,191,36481,0,0
2015-12-25,0.03833999912654811,0.03742798852026024,0.044701118198957605,0,192,36864,0,0
2015-12-26,0.03202235155449305,0.03446957889227148,0.038375514925947214,0,193,37249,0,0
2015-12-27,0.028950087275096494,0.029752150302112312,0.035838249563666415,0,194,37636,0,0
2015-12-28,0.03151507505441338,0.027135128465956983,0.03536719822034516,0,195,38025,0,0
2015-12-29,0.029147719488511088,0.03092775877594368,0.03580154290563229,0,196,38416,0,0
2015-12-30,0.03212766233073812,0.02879838522112946,0.035919488771833,0,197,38809,0,0
2015-12-31,0.02897592074939805,0.02880347154648422,0.038809261604028006,0,198,39204,0,0
2016-01-01,0.02629245772198913,0.030780518566785164,0.038942096292391454,0,199,39601,0,0
2016-01-02,0.03762115964804038,0.032545384111187785,0.03613585789186262,0,200,40000,0,0
2016-01-03,0.029111353814080407,0.029295402083189575,0.03484035637239097,0,201,40401,0,0
2016-01-04,0.025224860346511457,0.026612022026742642,0.03504893954051593,0,202,40804,0,0
