date,hillary_tpd,hillary_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,slope_change2,date_num2
2015-07-14,424096,266864,67,25,61,22,18,5,0.001263864785331623,4.7159133781030706e-4,0.0018286468013669886,6.595119611487499e-4,3.395457632234211e-4,9.431826756206143e-5,0,28,0,0,784
2015-07-15,280360,181024,78,11,76,11,54,0,0.0022257098016835496,3.1388215151947495e-4,0.003358670673501856,4.8612338695421605e-4,0.0015408760165501498,0,0,29,0,0,841
2015-07-16,302352,177968,57,6,38,6,22,0,0.0015081759009366567,1.5875535799333228e-4,0.0017081722556864156,2.697114087925919e-4,5.82102979308885e-4,0,0,30,0,0,900
2015-07-17,258736,158000,54,16,49,13,14,2,0.0016696555562426565,4.947127574052316e-4,0.002481012658227848,6.582278481012658e-4,0.00043287366272957766,6.183909467565394e-5,0,31,0,0,961
2015-07-18,224736,138024,55,14,50,13,15,1,0.001957852769471736,4.983625231382601e-4,0.00289804671651307,7.534921462933982e-4,5.339598462195643e-4,3.559732308130429e-5,0,32,0,0,1024
2015-07-19,219304,134976,59,23,55,23,19,7,0.0021522635246051143,8.390179841680954e-4,0.0032598387861545756,0.0013632053105737316,6.931018130084266e-4,2.5535329952942036e-4,0,33,0,0,1089
2015-07-20,266704,170592,24,4,24,4,3,0,7.198992141100246e-4,1.1998320235167077e-4,0.0011254924029262803,1.8758206715438003e-4,8.998740176375308e-5,0,0,34,0,0,1156
2015-07-21,318744,197320,97,37,84,36,30,8,0.0024345556308510903,9.286449313555706e-4,0.0034056355159132372,0.0014595580782485304,7.5295534974776e-4,2.0078809326606932e-4,0,35,0,0,1225
2015-07-22,277728,165344,67,14,61,12,26,4,0.0019299458462956561,4.0327226639013715e-4,0.0029514224888716857,5.806077027288562e-4,7.489342090102547e-4,1.1522064754003918e-4,0,36,0,0,1296
2015-07-23,287936,176512,57,16,54,14,21,4,0.0015836852633918648,4.445432318292954e-4,0.002447425670775925,6.34517766497462e-4,5.834629917759502e-4,1.1113580795732385e-4,0,37,0,0,1369
2015-07-24,549720,301544,106,21,102,21,47,4,0.0015426035072400495,3.0561012879284e-4,0.0027060727456026316,5.571326240946595e-4,6.839845739649276e-4,5.821145310339809e-5,0,38,0,0,1444
2015-07-25,367440,208512,123,10,112,10,66,1,0.0026779882429784456,2.1772262138036142e-4,0.004297114794352364,3.83670963781461e-4,0.0014369693011103855,2.1772262138036142e-5,0,39,0,0,1521
2015-07-26,305664,176128,63,12,63,12,29,1,0.0016488693467336683,3.14070351758794e-4,0.0028615552325581394,5.450581395348837e-4,7.590033500837521e-4,2.617252931323283e-5,0,40,0,0,1600
2015-07-27,404304,216472,43,17,42,17,19,5,8.508449087815109e-4,3.363805453322253e-4,0.0015521637902361507,6.282567722384419e-4,3.7595472713601645e-4,9.893545450947803e-5,0,41,0,0,1681
2015-07-28,389448,218704,48,10,46,9,15,0,9.860109693720343e-4,2.0541895195250713e-4,0.001682639549345234,3.292120857414588e-4,3.0812842792876075e-4,0,0,42,0,0,1764
2015-07-29,368256,226144,67,26,66,26,25,11,0.0014555092109836635,0.00056482446993395895,0.002334795528512806,9.197679354747418e-4,5.431004518595759e-4,2.3896419881821342e-4,0,43,0,0,1849
2015-07-30,383464,226224,74,12,73,12,31,4,0.0015438215842947449,2.5034944610185047e-4,0.002581512129570691,4.24358158285593e-4,6.467360690964472e-4,8.34498153672835e-5,0,44,0,0,1936
2015-07-31,546856,287432,79,23,76,23,24,3,0.0011556972950831663,3.3646883274573194e-4,0.0021152829190904283,6.401514097247349e-4,3.51097912430329e-4,4.388723905379113e-5,0,45,0,0,2025
2015-08-01,374256,210320,86,19,70,17,28,3,0.001838313881407379,4.0613911333418836e-4,0.0026626093571700264,6.466337010270065e-4,5.985207985977513e-4,6.412722842118764e-5,0,46,0,0,2116
2015-08-02,246528,139168,41,7,38,6,15,1,0.0013304776739356179,2.2715472481827623e-4,0.0021844102092435044,3.449068751437112e-4,4.867601246105919e-4,3.245067497403946e-5,0,47,0,0,2209
2015-08-03,378488,231064,68,21,65,21,26,5,0.001437297879985627,4.438714041132083e-4,0.0022504587473600388,7.270712876086279e-4,5.495550717592103e-4,1.0568366764600199e-4,0,48,0,0,2304
2015-08-04,335296,214528,57,22,43,19,8,5,0.0013599923649551442,5.249093338423363e-4,0.0016035202863961815,7.085322195704057e-4,1.908761213972132e-4,1.1929757587325825e-4,0,49,0,0,2401
2015-08-05,452472,265600,64,29,56,23,25,7,0.001131561731996676,5.127389098109938e-4,0.0016867469879518074,6.927710843373494e-4,4.4201630156120157e-4,1.2376456443713644e-4,0,50,0,0,2500
2015-08-06,174952,113168,18,5,17,4,9,1,8.230829027390369e-4,2.286341396497325e-4,0.0012017531457655874,2.827654460624912e-4,4.115414513695185e-4,4.57268279299465e-5,0,51,0,0,2601
2015-08-07,1124688,755136,311,102,293,93,166,12,0.0022121690637759094,7.255345482480474e-4,0.003104076616662429,9.85252987541317e-4,0.0011807719118546655,8.535700567624088e-5,0,52,0,0,2704
2015-08-08,351472,224632,60,22,56,18,28,5,0.001365684890972823,5.007511266900351e-4,0.0019943730189821577,6.410484703871221e-4,6.373196157873173e-4,1.1380707424773524e-4,0,53,0,0,2809
2015-08-09,296952,190544,94,29,93,28,48,8,0.002532395808076726,7.81271047172607e-4,0.003904609958854648,0.0011755814929884961,0.0012931382849753496,2.155230474958916e-4,0,54,0,0,2916
2015-08-10,449752,275600,112,30,100,24,67,9,0.001992209039648517,5.336274213344243e-4,0.002902757619738752,6.966618287373005e-4,0.001191767907646881,1.600882264003273e-4,0,55,0,0,3025
2015-08-11,616872,372200,108,29,105,27,44,2,0.0014006147142356922,3.7609098808180625e-4,0.002256851155292853,5.803331542181623e-4,5.706208095034302e-4,2.593730952288319e-5,0,56,0,0,3136
2015-08-12,999320,569104,185,50,182,48,95,4,0.001481007084817676,4.002721850858584e-4,0.0025584076021254462,6.747448620990188e-4,7.60517151663131e-4,3.202177480686867e-5,0,57,0,0,3249
2015-08-13,599664,326144,181,18,163,17,68,1,0.0024146855572453906,2.4013447530617146e-4,0.003998233908948195,4.169937205651491e-4,9.07174684489981e-4,1.3340804183676191e-5,0,58,0,0,3364
2015-08-14,528712,285864,217,29,203,27,137,9,0.003283451103814553,4.388022212471062e-4,0.005681023143872611,7.556040634707414e-4,0.0020729622176156397,1.3617999969737777e-4,0,59,0,0,3481
2015-08-15,470240,245688,115,22,69,19,35,1,0.0019564477713507997,3.74276964954066e-4,0.0022467519781185896,6.186708345543941e-4,5.954406260632867e-4,1.701258931609391e-5,0,60,0,0,3600
2015-08-16,391816,224000,144,23,142,23,90,2,0.002940155583232946,4.6960818343304e-4,0.005071428571428571,8.214285714285714e-4,0.0018375972395205914,4.0835494211568694e-5,0,61,0,0,3721
2015-08-17,483776,259000,231,18,228,18,155,2,0.0038199497288001058,2.976584204259823e-4,0.007042471042471042,5.55984555984556e-4,0.0025631697314459586,3.307315782510914e-5,0,62,0,0,3844
2015-08-18,645512,355352,226,20,226,20,149,3,0.0028008774430219735,2.478652604444224e-4,0.0050879128300952295,4.502577725747991e-4,0.001846596190310947,3.717978906666336e-5,0,63,0,0,3969
2015-08-19,730136,404008,306,23,301,22,115,1,0.0033528000262964706,2.52007845113787e-4,0.005960278014296746,4.3563493792202136e-4,0.001260039225568935,1.0956862831034219e-5,0,64,0,0,4096
2015-08-20,636816,398624,1014,42,999,41,827,8,0.012738373407703323,5.276249340468832e-4,0.020048968451473068,8.228305370474432e-4,0.010389186201351725,1.0049998743750157e-4,0,65,0,0,4225
2015-08-21,469896,273976,763,33,749,28,661,8,0.012990108449529258,5.618264467031003e-4,0.02187052880544281,8.175898618857126e-4,0.011253553977901492,1.362003507159031e-4,0,66,0,0,4356
2015-08-22,298440,179408,523,24,507,19,458,2,0.014019568422463477,6.433453960595094e-4,0.022607687505573886,8.472308927138144e-4,0.012277174641468973,5.3612116338292455e-5,0,67,0,0,4489
2015-08-23,270488,161280,213,18,211,18,169,5,0.006299724941587058,5.323711218242584e-4,0.010466269841269842,8.928571428571429e-4,0.004998373310461092,1.478808671734051e-4,0,68,0,0,4624
2015-08-24,370576,230040,142,11,140,10,89,0,0.0030654980354906957,2.3746815767885672e-4,0.004868718483741958,3.4776560598156846e-4,0.001921333275765295,0,0,69,0,0,4761
2015-08-25,368400,226456,113,25,113,25,37,5,0.00245385450597177,5.428881650380022e-4,0.003991945455187763,8.831737732716289e-4,8.034744842562433e-4,1.0857763300760044e-4,0,70,0,0,4900
2015-08-26,490152,313960,118,53,118,53,34,6,0.0019259331799115376,8.65037784197555e-4,0.003006752452541725,0.0013504905083450121,5.549298992965447e-4,9.792880575821377e-5,0,71,0,0,5041
2015-08-27,537552,321392,163,43,153,40,85,1,0.002425811828437063,6.399380897103908e-4,0.003808433315079405,9.956688405436352e-4,0.001264993898264726,1.48822811560556e-5,0,72,0,0,5184
2015-08-28,500648,276120,286,27,282,26,194,0,0.004570077179974753,4.314408526549592e-4,0.008170360712733594,7.532956685499058e-4,0.003099982422780077,0,0,73,0,0,5329
2015-08-29,374728,221296,154,25,150,22,104,1,0.003287718024807327,5.33720458572618e-4,0.00542260140264623,7.953148723881137e-4,0.0022202771076620907,2.134881834290472e-5,0,74,0,0,5476
2015-08-30,319256,197776,59,20,57,20,19,1,0.0014784373668779913,5.011652091111835e-4,0.0023056387023703585,8.08996035919424e-4,4.7610694865562434e-4,2.5058260455559175e-5,0,75,0,0,5625
2015-08-31,367056,231600,81,26,75,22,30,9,0.0017653981953707338,5.666710256745564e-4,0.0025906735751295338,7.599309153713299e-4,6.538511834706421e-4,1.9615535504119262e-4,0,76,0,0,5776
2015-09-01,623464,360312,74,13,72,12,36,2,9.495335737107516e-4,1.6680995213837527e-4,0.0015986145340704722,2.66435755678412e-4,4.6193525207550073e-4,2.566306955975004e-5,0,77,0,0,5929
2015-09-02,416432,242856,212,35,192,24,120,3,0.004072693741114996,6.723786836746455e-4,0.006324735645814804,7.905919557268504e-4,0.002305298344027356,5.7632458600683904e-5,0,78,0,0,6084
2015-09-03,455672,271936,148,29,139,28,78,2,0.002598360224020787,5.091381520040731e-4,0.004089197458225465,8.237232289950577e-4,0.0013694060640109553,3.5112976000280905e-5,0,79,0,0,6241
2015-09-04,433296,256928,190,13,173,12,35,1,0.0035079945349137773,0.00024002067870462686,0.005386723128658613,3.736455349358575e-4,6.4620951958938e-4,1.8463129131125144e-5,0,80,0,0,6400
2015-09-05,405624,234112,61,22,58,20,18,0,0.001203084630100783,4.3389937479044636e-4,0.001981957353745216,6.83433570256971e-4,3.5500857937400155e-4,0,0,81,0,0,6561
2015-09-06,374840,241480,46,15,44,13,18,0,9.81752214278092e-4,3.201365916124213e-4,0.001457677654464138,4.306774888189498e-4,3.8416390993490556e-4,0,0,82,0,0,6724
2015-09-07,379152,245656,156,10,156,10,131,0,0.0032915558931510317,2.1099717263788667e-4,0.005080274855896049,3.2565864460872116e-4,0.0027640629615563153,0,0,83,0,0,6889
2015-09-08,592824,328248,84,23,83,23,23,3,0.001133557345856443,3.1037879707974036e-4,0.002022860763812727,5.605517779240087e-4,3.1037879707974036e-4,4.048419092344439e-5,0,84,0,0,7056
2015-09-09,672536,357072,238,28,220,28,40,8,0.00283107521381755,3.3306767221382946e-4,0.004928977909217189,6.273244611730967e-4,4.758109603054707e-4,9.516219206109413e-5,0,85,0,0,7225
2015-09-10,526336,324680,118,21,110,17,46,6,0.0017935311284046694,3.191877431906615e-4,0.00271036097080202,4.188739682148577e-4,6.991731517509727e-4,9.119649805447471e-5,0,86,0,0,7396
2015-09-11,400544,245576,48,21,44,19,15,9,9.58696173204442e-4,4.1942957577694335e-4,0.0014333648239241619,6.189529921490699e-4,2.995925541263881e-4,1.7975553247583288e-4,0,87,0,0,7569
2015-09-12,292120,164752,64,18,62,16,31,4,0.0017527043680679172,4.929481035191017e-4,0.003010585607458483,7.769253180538021e-4,8.489661782828974e-4,1.0954402300424484e-4,0,88,0,0,7744
2015-09-13,295472,169320,37,13,37,13,11,4,0.0010017869713543077,3.5197920615151354e-4,0.001748169147176943,6.142215922513584e-4,2.978285590512807e-4,1.083012942004657e-4,0,89,0,0,7921
2015-09-14,409328,227688,75,26,69,24,30,8,0.0014658171441973185,5.081499433217371e-4,0.002424370190787393,8.43259196795615e-4,5.863268576789274e-4,1.5635382871438065e-4,0,90,0,0,8100
2015-09-15,358352,209096,86,43,82,40,27,7,0.001919899986605349,9.599499933026745e-4,0.0031373149175498334,0.0015303975207560164,6.02759298120284e-4,1.5627092914229584e-4,0,91,0,0,8281
2015-09-16,347088,226392,120,25,112,25,64,5,0.0027658691743880515,5.762227446641774e-4,0.00395773702250963,8.834234425244708e-4,0.001475130226340294,1.1524454893283548e-4,0,92,0,0,8464
2015-09-17,1028576,620848,169,60,164,59,73,10,0.0013144386024951,4.6666459260181066e-4,0.0021132386671133675,7.602504960956628e-4,5.677752543322029e-4,7.777743210030177e-5,0,93,0,0,8649
2015-09-18,476264,279472,115,36,109,35,33,2,0.0019317017452505335,6.047066332958191e-4,0.0031201694624148394,0.0010018892769221963,5.543144138545009e-4,3.359481296087884e-5,0,94,0,0,8836
2015-09-19,355816,202944,66,20,61,20,19,1,0.0014839130337028126,4.4967061627357964e-4,0.0024046042257962787,7.883948281299275e-4,4.2718708545990065e-4,2.248353081367898e-5,0,95,0,0,9025
2015-09-20,337944,198824,72,26,65,25,14,7,0.0017044244016760175,6.154865894941173e-4,0.002615378425139822,0.0010059147788999316,3.314158558814478e-4,1.657079279407239e-4,0,96,0,0,9216
2015-09-21,350272,211936,67,19,60,18,14,1,0.0015302393568426822,4.3394847432852185e-4,0.0022648346670693037,6.794504001207912e-4,3.1975150739996347e-4,2.2839393385711677e-5,0,97,0,0,9409
2015-09-22,486432,294192,71,18,67,17,7,0,0.0011676863364252351,2.960331557134399e-4,0.0018219394137162126,4.6228313482351663e-4,1.1512400499967106e-4,0,0,98,0,0,9604
2015-09-23,559400,319976,213,33,194,22,150,13,0.0030461208437611727,4.719342152306042e-4,0.004850363777283297,5.50041253093982e-4,0.0021451555237754737,1.8591347872720773e-4,0,99,0,0,9801
2015-09-24,364152,223704,101,30,95,27,37,7,0.0022188536655023175,6.590654451987082e-4,0.0033973464935808033,9.655616350177019e-4,8.128473824117402e-4,1.5378193721303192e-4,0,100,0,0,10000
2015-09-25,381656,229600,169,12,110,11,67,1,0.0035424570817699707,2.5153541409017545e-4,0.0038327526132404185,3.832752613240418e-4,0.0014044060620034796,2.0961284507514622e-5,0,101,0,0,10201
2015-09-26,288184,171616,103,13,97,13,58,0,0.002859284346112206,3.6088054853843375e-4,0.004521722916278202,6.060041021816148e-4,0.0016100824473253199,0,0,102,0,0,10404
2015-09-27,344192,199440,155,14,150,14,114,1,0.003602640386760878,3.2539977686872444e-4,0.006016847172081829,5.615724027276375e-4,0.002649683897359613,2.3242841204908887e-5,0,103,0,0,10609
2015-09-28,383632,226672,117,16,112,14,75,1,0.0024398381782541603,3.336530842056971e-4,0.003952848168278393,4.941060210347992e-4,0.0015639988322142051,2.085331776285607e-5,0,104,0,0,10816
2015-09-29,356664,211016,47,18,44,16,17,10,0.0010542134894466501,4.0374133638382346e-4,0.0016681199529893467,6.065890738143079e-4,3.813112621402777e-4,2.2430074243545746e-4,0,105,0,0,11025
2015-09-30,515072,257208,92,20,87,17,34,3,0.0014289264413518887,3.106361829025845e-4,0.002705981151441635,5.287549376380206e-4,5.280815109343937e-4,4.659542743538767e-5,0,106,0,0,11236
2015-10-01,677728,325640,119,18,102,17,31,0,0.001404693328296898,2.1247462108692572e-4,0.002505834664046186,4.1763911067436434e-4,3.6592851409414986e-4,0,0,107,0,0,11449
2015-10-02,381968,240736,118,7,114,7,45,1,0.002471411217693629,1.466091400326729e-4,0.0037883822942974877,2.326199654393194e-4,9.424873287814685e-4,2.0944162861810414e-5,0,108,0,0,11664
2015-10-03,408048,224512,78,32,74,31,19,6,0.0015292318550758734,6.273771713131788e-4,0.002636830102622577,0.0011046180159635121,3.725051954671999e-4,1.1763321962122103e-4,0,109,0,0,11881
2015-10-04,559192,330664,116,21,116,21,69,1,0.0016595373324368018,3.004334825963175e-4,0.0028064742457600466,5.080686134565602e-4,9.87138585673615e-4,1.430635631411036e-5,0,110,0,0,12100
2015-10-05,616048,326488,202,34,192,27,98,7,0.0026231722203464663,4.415240370880191e-4,0.004704613952120752,6.615863370169808e-4,0.001272628106900761,9.090200763576864e-5,0,111,0,0,12321
2015-10-06,484944,253968,936,30,778,27,126,5,0.015440958131248144,4.949025042066713e-4,0.024507024507024508,8.505008505008505e-4,0.002078590517668019,8.248375070111187e-5,0,112,0,0,12544
2015-10-07,618264,329016,305,24,227,22,85,0,0.003946534166634318,3.1054695081712667e-4,0.005519488413937316,5.349283925401804e-4,0.0010998537841439902,0,0,113,0,0,12769
2015-10-08,528048,298360,227,18,197,18,85,0,0.00343908129563979,2.727024815925825e-4,0.005282209411449256,4.826384233811503e-4,0.0012877617186316396,0,0,114,0,0,12996
2015-10-09,378960,224792,90,19,84,16,43,0,0.0018999366687777073,4.010977411864049e-4,0.002989430228833766,5.694152816826222e-4,9.077475195271269e-4,0,0,115,0,0,13225
2015-10-10,352664,211336,116,17,111,16,51,2,0.002631399859356214,3.8563618628496246e-4,0.004201839724419881,6.056705909073702e-4,0.0011569085588548874,4.5368963092348524e-5,0,116,0,0,13456
2015-10-11,269424,181840,45,16,43,16,13,0,0.0013361838588989844,4.750875942751945e-4,0.001891772987241531,7.039155301363836e-4,3.860086703485955e-4,0,0,117,0,0,13689
2015-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,13924
2015-10-13,293192,197040,142,33,138,31,78,10,0.0038745941226227183,9.004338453982374e-4,0.005602923264311815,0.0012586276898091757,0.0021282981800321973,2.7285874102976886e-4,0,119,0,0,14161
2015-10-14,3301600,1630392,1271,214,1229,207,838,55,0.003079718924157984,5.18536467167434e-4,0.006030451572382593,0.001015706652142552,0.0020305306518051854,1.332687181972377e-4,0,120,0,0,14400
2015-10-15,680176,402328,90,32,83,29,29,4,0.0010585495518806898,3.76373174002023e-4,0.0016503947028295321,5.766439323139329e-4,3.410881889393334e-4,4.704664675025288e-5,0,121,0,0,14641
2015-10-16,554168,354504,96,22,74,19,32,1,0.001385861327250942,3.175932208283409e-4,0.001669938844131519,4.2876808160133593e-4,4.61953775750314e-4,1.4436055492197313e-5,0,122,0,0,14884
2015-10-17,500328,292440,126,29,115,27,61,11,0.0020146783709886315,4.636958155450025e-4,0.0031459444672411437,7.386130488305294e-4,9.753601637325914e-4,1.7588461968948369e-4,0,123,0,0,15129
2015-10-18,365544,211336,104,25,98,24,29,0,0.002276059790339877,5.471297572932397e-4,0.0037097323693076425,9.085058863610554e-4,6.34670518460158e-4,0,0,124,0,0,15376
2015-10-19,508944,301528,106,20,96,18,32,1,0.001666195102015153,3.143764343424817e-4,0.0025470271417579794,4.775675890796211e-4,5.030022949479707e-4,1.5718821717124084e-5,0,125,0,0,15625
2015-10-20,469872,267824,80,21,75,20,21,0,0.0013620730752204855,3.5754418224537743e-4,0.0022402771969651713,5.974072525240456e-4,3.5754418224537743e-4,0,0,126,0,0,15876
2015-10-21,524536,297696,193,128,188,126,133,98,0.0029435539219424406,0.0019522015648115669,0.005052133720305278,0.003386004514672686,0.0020284594384370187,0.001494654323058856,0,127,0,0,16129
2015-10-22,1538408,624472,908,170,875,156,667,69,0.0047217643173982455,8.840307642705966e-4,0.011209469760053293,0.0019984883229352155,0.003468520704520517,3.588124866745363e-4,0,128,0,0,16384
2015-10-23,1426104,673392,375,96,351,81,216,29,0.0021036333956008816,5.385301492738258e-4,0.004169933708746168,9.62292394326039e-4,0.001211692835866108,1.6268098259313488e-4,0,129,0,0,16641
2015-10-24,690536,340512,195,57,178,50,111,17,0.0022591146587578343,6.603565925599824e-4,0.0041819377878018985,0.00117470162578705,0.0012859575749852288,1.969484574301702e-4,0,130,0,0,16900
2015-10-25,788592,389104,144,38,141,38,50,4,0.0014608314565706982,3.854971899283787e-4,0.002898967885192648,7.812821250873802e-4,5.072331446426035e-4,4.057865157140828e-5,0,131,0,0,17161
2015-10-26,641056,316912,250,53,159,49,58,14,0.0031198522437977335,6.614086756851196e-4,0.004013732518806483,0.0012369364366133185,7.238057205610742e-4,1.747117256526731e-4,0,132,0,0,17424
2015-10-27,535344,277608,153,48,122,43,40,14,0.0022863803460952212,7.172957948534027e-4,0.003515748825682257,0.0012391573729863693,5.977464957111689e-4,2.0921127349890912e-4,0,133,0,0,17689
2015-10-28,545344,280000,78,26,75,26,17,7,0.0011442318976645934,3.814106325548645e-4,0.002142857142857143,7.428571428571429e-4,2.4938387513202674e-4,1.0268747799554043e-4,0,134,0,0,17956
2015-10-29,905264,501136,149,78,138,72,34,13,0.0013167429611693384,6.893016843705261e-4,0.0022029947958238883,0.001149388589125507,3.00464836776896e-4,1.1488361406175436e-4,0,135,0,0,18225
2015-10-30,618504,307696,163,44,144,42,63,11,0.0021083129615976615,5.691151552778964e-4,0.0037439550725391294,0.0010919868961572462,8.148694268751698e-4,1.422787888194741e-4,0,136,0,0,18496
2015-10-31,553832,274440,111,25,108,25,51,8,0.0016033743084545493,3.6112033974201565e-4,0.0031482291211193704,7.287567409998542e-4,7.366854930737119e-4,1.15558508717445e-4,0,137,0,0,18769
2015-11-01,374616,187920,69,19,62,18,24,5,0.0014735088730860402,4.0574882012514146e-4,0.002639421030225628,7.662835249042146e-4,5.125248254212314e-4,1.0677600529608986e-4,0,138,0,0,19044
2015-11-02,335264,166936,106,22,96,20,48,2,0.0025293500047723584,5.249594349527537e-4,0.004600565486174342,9.58451142952988e-4,0.001145366039896917,4.7723584995704876e-5,0,139,0,0,19321
2015-11-03,420376,211120,55,16,48,16,9,0,0.0010466820180029307,3.044893143281253e-4,0.0018188707843880257,6.062902614626753e-4,1.7127523930957045e-4,0,0,140,0,0,19600
2015-11-04,402056,210616,63,27,58,25,12,6,0.001253556718467079,5.372385936287483e-4,0.002203061495802788,9.495954723287879e-4,2.3877270827944366e-4,1.1938635413972183e-4,0,141,0,0,19881
2015-11-05,422064,231736,182,70,161,65,81,42,0.003449713787482467,0.0013268129951855643,0.0055580488141678455,0.002243932751061553,0.001535312180143296,7.960877971113386e-4,0,142,0,0,20164
2015-11-06,514136,269176,134,43,114,39,57,15,0.002085051426081815,6.690836665784929e-4,0.003388117811394775,0.00115909293547716,8.869248603482347e-4,2.3340127903900913e-4,0,143,0,0,20449
2015-11-07,632744,310536,157,48,137,44,60,10,0.001985004994120845,6.068805077566915e-4,0.0035293814565783036,0.0011335239714558056,7.586006346958643e-4,1.264334391159774e-4,0,144,0,0,20736
2015-11-08,414512,215840,100,27,94,27,39,9,0.0019299803142007951,5.210946848342147e-4,0.0034840622683469237,0.0010007412898443292,7.526923225383101e-4,1.7369822827807157e-4,0,145,0,0,21025
2015-11-09,367264,189816,155,13,137,13,77,0,0.0033763178530974995,2.8317504574366123e-4,0.005774012728115649,5.478990179963755e-4,0.001677267578635532,0,0,146,0,0,21316
2015-11-10,432792,228552,79,28,70,25,21,9,0.0014602857723802658,5.175696408436385e-4,0.0024502082677027547,8.750743813224123e-4,3.8817723063272886e-4,1.6636167027116953e-4,0,147,0,0,21609
2015-11-11,754024,397712,165,56,145,54,48,3,0.0017506074077217701,5.941455444389038e-4,0.0029166834292151107,0.0010862131391559723,5.092676095190604e-4,3.182922559494128e-5,0,148,0,0,21904
2015-11-12,481848,247872,80,21,69,20,21,2,0.0013282196875363185,3.4865766797828357e-4,0.002226955848179706,6.454944487477407e-4,3.486576679782836e-4,3.320549218840796e-5,0,149,0,0,22201
2015-11-13,438472,227872,511,19,479,18,391,1,0.00932328632158952,3.466583955189841e-4,0.016816458362589524,6.319337171745542e-4,0.007133864876206463,1.824517871152548e-5,0,150,0,0,22500
2015-11-14,357936,218384,146,30,142,28,87,9,0.0032631531893969872,6.70510929328148e-4,0.005201846289105429,0.0010257161696827605,0.0019444816950516292,2.011532787984444e-4,0,151,0,0,22801
2015-11-15,1424048,663832,2223,194,2026,156,915,45,0.012488343089558778,0.0010898509039021155,0.024415816049843934,0.0018799937333542221,0.005140276170466165,2.528004673999753e-4,0,152,0,0,23104
2015-11-16,459448,242864,141,51,123,47,65,30,0.002455120057112013,8.88022148317111e-4,0.0040516503063442915,0.0015481915804730218,0.0011317929341296512,5.223659695983005e-4,0,153,0,0,23409
2015-11-17,422048,230464,133,57,131,56,51,13,0.002521040260823413,0.001080445826067177,0.004547347958900306,0.0019439044709802834,9.667146864811585e-4,2.464174691030404e-4,0,154,0,0,23716
2015-11-18,349720,196640,92,38,83,34,32,7,0.002104540775477525,8.692668420450646e-4,0.0033767290480065095,0.0013832384052074858,7.320141827747912e-4,1.601281024819856e-4,0,155,0,0,24025
2015-11-19,559536,303176,708,102,672,96,302,30,0.010122673071973922,0.0014583512052843786,0.01773227432250574,0.0025331820460722486,0.00431786337250865,4.289268250836407e-4,0,156,0,0,24336
2015-11-20,440248,246224,268,92,248,79,135,47,0.00486998237357126,0.001671784993912522,0.008057703554486971,0.002566768470985769,0.0024531627628064183,8.540640729770493e-4,0,157,0,0,24649
2015-11-21,335416,194040,148,49,137,40,69,15,0.003529944904238319,0.0011686979750518758,0.0056483199340342195,0.0016491445062873633,0.0016457175567057027,3.5776468624037014e-4,0,158,0,0,24964
2015-11-22,344744,193368,273,205,123,65,81,60,0.0063351356368783794,0.004757153133919662,0.005088742708204046,0.002689172975880187,0.0018796556285243543,0.0013923375026106328,0,159,0,0,25281
2015-11-23,376264,221560,121,27,118,26,54,6,0.002572661748134289,5.740650181787256e-4,0.004260696876692544,9.387976168983572e-4,0.0011481300363574511,1.275700040397168e-4,0,160,0,0,25600
2015-11-24,356992,204168,65,26,58,22,30,4,0.001456615274291861,5.826461097167444e-4,0.0022726382195055054,8.620351867089848e-4,6.722839727500897e-4,8.963786303334529e-5,0,161,0,0,25921
2015-11-25,296648,166992,66,37,59,37,27,23,0.0017798872738059924,9.978155928912383e-4,0.0028264827057583597,0.0017725400019162594,7.281357029206332e-4,6.202637469323913e-4,0,162,0,0,26244
2015-11-26,233472,142440,125,93,121,89,93,80,0.004283168859649123,0.0031866776315789477,0.006795843864083123,0.004998595900028082,0.0031866776315789477,0.0027412280701754384,0,163,0,0,26569
2015-11-27,205944,123008,50,27,45,25,24,18,0.0019422755700578798,0.0010488288078312551,0.0029266389177939646,0.0016259105098855359,9.322922736277824e-4,6.992192052208367e-4,0,164,0,0,26896
2015-11-28,207520,113968,56,20,53,19,17,3,0.0021588280647648417,7.710100231303007e-4,0.003720342552295381,0.001333707707426646,6.553585196607556e-4,1.1565150346954509e-4,0,165,0,0,27225
2015-11-29,234176,138904,56,7,53,7,23,1,0.0019130910084722602,2.3913637605903253e-4,0.0030524678914934057,4.0315613661233657e-4,7.857338070511068e-4,3.416233943700464e-5,0,166,0,0,27556
2015-11-30,322440,180728,96,32,81,29,30,12,0.002381838481577968,7.939461605259893e-4,0.003585498649904829,0.0012836970474967907,7.44324525493115e-4,2.97729810197246e-4,0,167,0,0,27889
2015-12-01,536336,312232,298,46,260,43,94,17,0.004444974791921482,6.8613704841741e-4,0.006661713085141818,0.0011017448563888392,0.0014021061424181857,0.00025357238745860804,0,168,0,0,28224
2015-12-02,445928,277080,155,63,144,60,37,14,0.0027807179634380436,0.0011302273012683663,0.0041576440017323515,0.0017323516673884798,6.637842880465008e-4,2.5116162250408134e-4,0,169,0,0,28561
