date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,slope_change2,date_num2
2015-10-31,1361512,584832,996,132,949,125,643,39,0.005852317129779246,7.756082943080928e-4,0.012981505799956227,0.0017098927555263734,0.0037781525245462397,2.2915699604557287e-4,0,137,0,0,18769
2015-11-01,1208680,591688,528,103,456,96,226,37,0.003494721514379323,6.817354469338452e-4,0.006165411500655751,0.0012979813685591055,0.001495846708806301,2.4489525763642984e-4,0,138,0,0,19044
2015-11-02,1226216,639632,489,169,447,167,264,99,0.0031903025241882344,0.00110257899097712,0.005590714660930035,0.002088701003076769,0.0017223719148991695,6.458894680871886e-4,0,139,0,0,19321
2015-11-03,781368,433704,1236,79,1203,78,1008,24,0.012654728629787757,8.088378331336834e-4,0.022190249571136075,0.0014387692988766531,0.010320361212642442,2.4572288601529626e-4,0,140,0,0,19600
2015-11-04,851920,481240,314,106,295,96,154,40,0.0029486336745234297,9.95398628979247e-4,0.004903998005153354,0.001595877316931261,0.0014461451779509812,3.7562212414311207e-4,0,141,0,0,19881
2015-11-05,802888,469352,222,60,216,60,94,19,0.002212014627195823,5.978417911340062e-4,0.003681671751691694,0.0010226865976921374,9.366188061099431e-4,1.893165671924353e-4,0,142,0,0,20164
2015-11-06,1112936,600048,466,70,453,68,290,16,0.003349698455257086,5.031735876995623e-4,0.0060395168386529075,9.065941391355358e-4,0.0020845762918981865,1.1501110575989994e-4,0,143,0,0,20449
2015-11-07,1444896,700128,690,118,662,115,445,44,0.003820344163178526,6.533342192102408e-4,0.007564331093742858,0.0013140454316924906,0.002463845148716586,2.4361614953602199e-4,0,144,0,0,20736
2015-11-08,3378928,1664376,1192,241,1095,226,541,77,0.002822196862436844,5.705951710128183e-4,0.00526323378851894,0.0010862930011007127,0.0012808796162569903,1.8230634094600418e-4,0,145,0,0,21025
2015-11-09,1354224,756080,639,203,600,189,352,109,0.0037748555630383158,0.0011992107657226574,0.0063485345466088245,0.00199978838218178,0.0020794196528786967,6.439111993289146e-4,0,146,0,0,21316
2015-11-10,1683920,832080,462,132,418,128,165,53,0.0021948786165613566,6.271081761603876e-4,0.0040188443418902025,0.001230650898952024,7.838852202004846e-4,2.517934343674284e-4,0,147,0,0,21609
2015-11-11,3598192,1498032,1622,288,1549,277,904,106,0.003606255586138817,6.403215837287172e-4,0.008272186441945165,0.0014792741410063336,0.0020098983044818065,2.3567391623348615e-4,0,148,0,0,21904
2015-11-12,1714488,779872,842,233,797,219,390,77,0.003928869726705582,0.001087205043138243,0.00817570062779533,0.002246522506257437,0.00181978526533869,3.59290937002767e-4,0,149,0,0,22201
2015-11-13,2020512,920048,790,154,733,149,334,37,0.0031279200519472292,6.097464405061687e-4,0.006373580508843017,0.0012955845781959202,0.0013224370852536387,1.4649752142031325e-4,0,150,0,0,22500
2015-11-14,3139872,1908440,1600,365,1496,356,684,68,0.00407659930086322,9.29974215509422e-4,0.006271090524197775,0.0014923183332984009,0.0017427462011190265,1.7325547028668683e-4,0,151,0,0,22801
2015-11-15,2428160,1444944,884,204,818,202,311,44,0.002912493410648392,6.721138639957828e-4,0.00452889523746249,0.001118382442502962,0.0010246441750131788,1.4496573537163944e-4,0,152,0,0,23104
2015-11-16,2207576,1287600,1056,384,926,347,620,198,0.0038268218172330193,0.0013915715699029162,0.005753339546442995,0.0021559490525007766,0.00224680826390575,7.175290907311912e-4,0,153,0,0,23409
2015-11-17,1897512,1076416,727,288,686,274,295,95,0.003065066255180468,0.0012142215701402678,0.0050984006183482965,0.0020363874189904276,0.001243733899970066,4.005244762615467e-4,0,154,0,0,23716
2015-11-18,1523368,815688,614,162,585,159,289,56,0.0032244342798325816,8.507465037994759e-4,0.0057374878630064435,0.0015594197781504692,0.001517689750605238,2.940852111899423e-4,0,155,0,0,24025
2015-11-19,2282824,1238376,1000,265,923,258,471,107,0.0035044313534464333,9.286743086633048e-4,0.005962647854932589,0.0016666989670342449,0.00165058716747327,3.7497415481876835e-4,0,156,0,0,24336
2015-11-20,3434216,1759312,1336,335,1261,322,642,132,0.0031122095989302946,7.803818979353657e-4,0.005734059677874078,0.0014642087361423101,0.0014955378461925517,3.07493762768562e-4,0,157,0,0,24649
2015-11-21,2439360,1118520,904,295,830,267,457,129,0.0029647120556211466,9.674668765577856e-4,0.005936415978256982,0.0019096663448127883,0.0014987537714810442,4.2306178669815033e-4,0,158,0,0,24964
2015-11-22,3536840,1649304,2360,732,2173,668,1582,526,0.005338098415534772,0.00165571527125909,0.010540203625286787,0.0032401546349247923,0.0035783354632949187,0.0011897626129539363,0,159,0,0,25281
2015-11-23,3431080,1698656,2156,696,2084,678,1540,501,0.005026988586684076,0.0016228126420835423,0.009814818303411639,0.003193112672607049,0.003590706133345769,0.0011681453070170324,0,160,0,0,25600
2015-11-24,3463256,1704296,1810,270,1719,260,992,72,0.004181036573675178,6.236905386145293e-4,0.00806902087430822,0.0012204452747644776,0.002291485238168937,1.6631747696387446e-4,0,161,0,0,25921
2015-11-25,2531848,1305856,1297,588,1223,544,865,451,0.0040981923085430085,0.0018579314398020734,0.007492403450303862,0.0033326798666928055,0.0027331814548108733,0.0014250460533175766,0,162,0,0,26244
2015-11-26,2624384,1425864,1407,332,1331,324,859,158,0.0042890064868555825,0.0010120470175096327,0.00746775288526816,0.0018178451801854874,0.0026185192410866703,4.816368336341023e-4,0,163,0,0,26569
2015-11-27,2666664,1464776,787,319,728,309,376,130,0.002361002361002361,9.57000957000957e-4,0.003976034560915799,0.001687630054015085,0.001128001128001128,3.9000039000039e-4,0,164,0,0,26896
2015-11-28,2405520,1307432,1432,642,1386,641,1054,498,0.004762379859656124,0.0021350892946223688,0.0084807469910481,0.003922192511732924,0.003505271209551365,0.0016561907612491272,0,165,0,0,27225
2015-11-29,2409272,1273816,1241,293,1167,286,690,165,0.004120746848010519,9.729079987647721e-4,0.007329158999415928,0.0017961777839185565,0.00229114852951431,5.478833440142914e-4,0,166,0,0,27556
2015-11-30,2551872,1242544,1445,659,1345,626,913,493,0.004530007774684624,0.0020659343415343717,0.008659653098803744,0.004030440773123527,0.0028622125247661327,0.0015455320643041658,0,167,0,0,27889
2015-12-01,2723776,1379392,1488,524,1393,508,744,257,0.00437040343993045,0.0015390399210507765,0.008078921727833713,0.00294622558344546,0.002185201719965225,7.548344650955144e-4,0,168,0,0,28224
2015-12-02,3063640,1618584,1361,392,1288,384,728,177,0.00355394236920787,0.0010236189630635454,0.006366058233616544,0.0018979552497738765,0.0019010066456894414,4.621952970975702e-4,0,169,0,0,28561
2015-12-03,2375120,1233296,1486,909,1424,892,988,739,0.005005220788844353,0.0030617400383980598,0.009237036364344002,0.00578612109339526,0.0033278318569167032,0.002489137390952878,0,170,0,0,28900
2015-12-04,2102248,1066776,1489,859,1418,831,998,687,0.005666315296768031,0.003268881692359798,0.010633910024222516,0.006231861234223492,0.0037978392653959,0.0026143442638546927,0,171,0,0,29241
2015-12-05,1903856,966832,867,374,813,360,464,236,0.0036431326738997068,0.0015715474279567362,0.006727125291674252,0.0029788008671620303,0.0019497272902992662,9.916716390315234e-4,0,172,0,0,29584
2015-12-06,1940160,972736,1070,223,1018,213,450,41,0.0044120072571334325,9.195117928418275e-4,0.008372261332982432,0.0017517599842094874,0.001855517070757051,1.690582220023091e-4,0,173,0,0,29929
2015-12-07,4438712,2120896,2690,494,2598,480,1650,165,0.004848253277076773,8.903483713293405e-4,0.009799631853707113,0.0018105555387911525,0.0029738356532255303,2.9738356532255306e-4,0,174,0,0,30276
2015-12-08,16735080,7635744,11688,2264,11265,2191,8312,1065,0.005587305229493973,0.0010822774674516047,0.011802386250770062,0.002295519598352171,0.00397344978332939,5.09110204432844e-4,0,175,0,0,30625
2015-12-09,9526080,4768176,4536,1637,4281,1585,2644,985,0.0038093318552856995,0.0013747522590614398,0.007182620775743177,0.002659297811154622,0.002220430649333199,8.272027948537069e-4,0,176,0,0,30976
2015-12-10,3502664,1890672,1462,504,1378,498,735,262,0.003339172698266234,0.001151123830318866,0.005830731083974375,0.002107187285790449,0.001678722252548346,5.984016736975057e-4,0,177,0,0,31329
2015-12-11,5577496,2852464,2528,981,2402,961,1465,645,0.0036259999110712046,0.0014070830351110963,0.006736631908413217,0.0026952136819255214,0.0021013013725155517,9.251463380699869e-4,0,178,0,0,31684
2015-12-12,5170904,2469080,2461,925,2315,897,1292,536,0.0038074580382849886,0.0014310843906597376,0.0075007695173910935,0.002906345683412445,0.0019988767921431147,8.292553874525615e-4,0,179,0,0,32041
2015-12-13,663592,400184,297,162,276,156,164,106,0.0035805133274662746,0.0019530072695270588,0.005517461967494953,0.0031185654598884513,0.0019771184703854176,0.0012778936454930136,0,180,0,0,32400
2015-12-14,1555496,851312,552,110,532,107,285,49,0.0028389658346919568,5.657359453190493e-4,0.004999342191816867,0.0010055067942188057,0.0014657704037811733,2.520096483693947e-4,0,181,0,0,32761
2015-12-15,3265424,1604776,1480,554,1447,546,900,398,0.0036258691061252686,0.001357251003238783,0.007213467798621116,0.0027218752025204764,0.0022049204023734744,9.750648001607143e-4,0,182,0,0,33124
2015-12-16,8414880,3696752,3435,806,3232,779,1759,352,0.003265643716844447,7.662616698039664e-4,0.006994247923582647,0.001685804187026882,0.0016722757781453806,3.346452950012359e-4,0,183,0,0,33489
2015-12-17,3916744,2161784,1583,449,1518,430,867,186,0.003233297861693284,9.170882753634141e-4,0.005617582515181905,0.0015912783145772195,0.0017708586519823608,3.799073924668041e-4,0,184,0,0,33856
2015-12-18,3399552,1814376,1149,374,1077,366,499,173,0.002703885688467186,8.801159682216951e-4,0.004748740062699242,0.0016137779600259262,0.0011742723747129034,0.00040711246658383223,0,185,0,0,34225
2015-12-19,2702672,1443240,1016,255,952,238,558,105,0.003007394163997703,7.548085746254077e-4,0.005277015603780383,0.0013192539009450957,0.0016516987632979512,3.108035307281091e-4,0,186,0,0,34596
2015-12-20,3798528,1924816,1390,284,1267,272,502,76,0.0029274497910769647,5.981264321337107e-4,0.005265957888961855,0.001130497668348559,0.0010572516511659254,1.6006200296535923e-4,0,187,0,0,34969
2015-12-21,4500032,2362848,4420,799,3909,778,3671,520,0.007857721900644262,0.0014204343435780013,0.01323487587860074,0.0026341093460095616,0.006526175813860879,9.244378706640308e-4,0,188,0,0,35344
2015-12-22,4428544,2005480,2168,454,1988,432,1267,161,0.003916411353257414,8.201341117983699e-4,0.00793027105730299,0.001723278217683547,0.0022887883692699,2.9084051101219724e-4,0,189,0,0,35721
2015-12-23,4152640,1928144,2502,650,2323,640,1576,389,0.004820066271095014,0.0012522154581182093,0.00963828427752284,0.002655403330871553,0.0030361408646066117,7.494027895507436e-4,0,190,0,0,36100
2015-12-24,3218912,1766288,1619,776,1530,757,1048,584,0.004023719815888101,0.001928601962402203,0.006929787214769053,0.003428659425869394,0.002604606773965862,0.0014514220954160908,0,191,0,0,36481
2015-12-25,2409248,1563192,653,244,583,214,297,64,0.002168311439918182,8.102113190505917e-4,0.0029836386061341154,0.0010951949600560903,9.861998432705973e-4,2.1251444434113883e-4,0,192,0,0,36864
2015-12-26,1871920,1021448,1492,535,1336,519,1174,424,0.0063763408692679175,0.002286422496687893,0.010463577196293889,0.004064817788081234,0.005017308431984273,0.0018120432497115261,0,193,0,0,37249
2015-12-27,2585096,1181744,2106,601,1944,581,1527,418,0.0065173595100530115,0.001859892243847037,0.013160210671685239,0.003933169958975887,0.004725549844183737,0.0012935689815774733,0,194,0,0,37636
2015-12-28,2898928,1367248,1288,476,1219,467,795,319,0.0035544173570368084,0.0013135890232527335,0.0071325758019028,0.0027324962259955765,0.002193914440096477,8.803254168437437e-4,0,195,0,0,38025
2015-12-29,3093512,1325408,1489,358,1421,345,998,182,0.003850639661329906,9.258085955380163e-4,0.00857698157850262,0.0020823776527680534,0.0025808854143769284,4.706624703573156e-4,0,196,0,0,38416
2015-12-30,2945944,1294672,1147,402,1054,386,601,245,0.003114791048302344,0.001091670445874056,0.006512846497027818,0.002385160102327076,0.0016320744725629543,6.653215403958799e-4,0,197,0,0,38809
2015-12-31,2512576,1175272,890,262,822,250,454,103,0.002833745128505566,8.342036220993913e-4,0.005595300492141394,0.0017017337263203751,0.001445528413866884,3.2795027891693623e-4,0,198,0,0,39204
2016-01-01,2143848,976200,839,252,756,232,457,121,0.0031308189759721773,9.403651751430139e-4,0.006195451751690228,0.0019012497439049375,0.00170534478190618,4.515245483821614e-4,0,199,0,0,39601
2016-01-02,3111152,1423328,3359,378,2991,368,1689,210,0.00863731505243074,9.71987225310753e-4,0.016811304210975965,0.002068391825355786,0.004343085776586936,5.399929029504184e-4,0,200,0,0,40000
2016-01-03,3373832,1636584,2467,279,2215,260,1348,106,0.005849728142954361,6.615622828878261e-4,0.010827430794875179,0.0012709399578634522,0.0031963654384687796,2.5134624367781203e-4,0,201,0,0,40401
2016-01-04,3126080,1599056,1477,246,1320,216,652,66,0.0037798136963865287,6.29542430136145e-4,0.006603896298816301,0.0010806375761699403,0.00166854335141775,1.6890162759750232e-4,0,202,0,0,40804
2016-01-05,2994952,1392664,1171,346,1115,331,598,118,0.0031279299300957077,9.242218239223867e-4,0.006404990722816128,0.0019013918648001242,0.0015973544818080557,3.151970382163053e-4,0,203,0,0,41209
2016-01-06,3050184,1443616,1755,205,1666,197,1074,42,0.004603000999283978,5.376724813978436e-4,0.009232372043535123,0.001091703056768559,0.002816879244006263,1.1015728887175331e-4,0,204,0,0,41616
2016-01-07,3340424,1613456,1331,452,1254,431,584,204,0.0031876192962330533,0.0010824973117185123,0.006217709066748644,0.002137027597901647,0.0013986248452292284,4.885607336074702e-4,0,205,0,0,42025
2016-01-08,3216280,1444088,1317,558,1242,542,673,302,0.0032758341935403635,0.0013879388610444365,0.006880467118347358,0.003002587099955127,0.0016739836083923042,7.511783799917917e-4,0,206,0,0,42436
2016-01-09,3131696,1477152,1251,442,1173,415,659,207,0.0031957124829485365,0.0011291006534478443,0.006352765321375187,0.0022475682935811617,0.0016834328747106998,5.287869576101896e-4,0,207,0,0,42849
2016-01-10,2922344,1309752,1073,533,1018,506,568,314,0.0029373680853451885,0.00145910269290679,0.006217971035738064,0.0030906614381959333,0.0015549161905648342,8.595839504178837e-4,0,208,0,0,43264
2016-01-11,2681672,1231376,831,307,775,284,313,117,0.00247905038349209,9.158465315668732e-4,0.005035017736256026,0.0018450903704473694,9.337458123141085e-4,3.4903597457108847e-4,0,209,0,0,43681
2016-01-12,2732304,1328344,979,286,943,276,495,111,0.0028664453150161915,8.373885189934941e-4,0.005679251760086243,0.0016622200273423149,0.001449326282873355,3.2500043918978267e-4,0,210,0,0,44100
2016-01-13,3818016,1797760,2051,597,1929,575,1143,220,0.00429751996848625,0.0012509114681551884,0.008584015663937345,0.00255873976504094,0.002394961152598627,4.6097240032519506e-4,0,211,0,0,44521
2016-01-14,3771144,1953608,1185,321,1114,308,444,103,0.002513826043237808,6.809604724720138e-4,0.004561815881179847,0.0012612560964123816,9.418892516435332e-4,2.185013354037926e-4,0,212,0,0,44944
2016-01-15,6561632,2619304,2091,449,1949,433,950,164,0.002549365767540758,5.474247870042087e-4,0.005952726373112858,0.0013224887221949036,0.0011582484357550073,1.9995025627770653e-4,0,213,0,0,45369
2016-01-16,3387352,1348648,1539,261,1452,250,572,90,0.0036346975454573365,6.164106948436419e-4,0.008613070274823378,0.0014829666451142182,0.0013509077296956443,2.125554120150489e-4,0,214,0,0,45796
2016-01-17,3163496,1298432,1349,266,1263,259,806,131,0.0034114157248815867,6.726735232160876e-4,0.007781693611987382,0.0015957708990536278,0.002038251352301378,3.312790659447649e-4,0,215,0,0,46225
2016-01-18,4264360,1844160,1797,366,1676,353,860,117,0.0033711975536774566,6.866212045887308e-4,0.007270518826999826,0.0015313204927988894,0.0016133722293614984,2.1949366376197132e-4,0,216,0,0,46656
2016-01-19,4668144,1933456,1936,401,1804,383,932,140,0.0033178068200124073,6.872110200542229e-4,0.007464353985816072,0.001584727038008623,0.0015972086550886176,2.399240469017237e-4,0,217,0,0,47089
2016-01-20,5997192,2638904,2147,638,2053,620,1092,285,0.0028640070219529408,8.510649650703196e-4,0.00622379593952641,0.0018795681843674496,0.0014566817270482587,3.8017792326808947e-4,0,218,0,0,47524
2016-01-21,4189712,1721432,1933,305,1818,292,1186,88,0.0036909458215743708,5.823789320125106e-4,0.008448779853052575,0.001357009745374781,0.002264594797924058,1.6803064267901946e-4,0,219,0,0,47961
2016-01-22,5551584,1931296,2570,797,2367,758,1419,435,0.0037034475205635006,0.0011485010404237782,0.009804815005053601,0.0031398604874654117,0.002044821802209964,6.268481211848726e-4,0,220,0,0,48400
2016-01-23,4544896,1698880,2295,741,2151,718,1336,487,0.004039696397893373,0.0013043202748753767,0.01012902618195517,0.003381051045394613,0.0023516489706255105,8.572253358492692e-4,0,221,0,0,48841
2016-01-24,4573784,1919368,1977,704,1847,667,1011,369,0.0034579682818427805,0.0012313655389060785,0.0076983673792623405,0.0027800817769182357,0.0017683388634006328,6.454174486595781e-4,0,222,0,0,49284
2016-01-25,3945776,1569928,1445,437,1357,419,663,183,0.0029297152195157557,8.860107618881558e-4,0.006914966801025269,0.00213512976391274,0.001344222277189582,3.710296783192964e-4,0,223,0,0,49729
2016-01-26,5246784,2266784,2420,858,2273,832,1319,422,0.0036898793622912626,0.0013082299557214477,0.008021937687931448,0.0029363185905670764,0.002011136726802552,6.434417730937656e-4,0,224,0,0,50176
2016-01-27,9650216,3040400,3759,759,3375,665,1965,212,0.0031161996788465667,6.292087140847417e-4,0.008880410472306276,0.0017497697671359032,0.0016289790819189955,1.7574736150983563e-4,0,225,0,0,50625
2016-01-28,7781064,2531976,2854,818,2609,769,1324,363,0.0029343030721762473,8.410160872600456e-4,0.008243364076120785,0.002429722872570672,0.0013612534224111254,3.7321374043447014e-4,0,226,0,0,51076
2016-01-29,8667448,2972784,10292,6934,9943,6894,8162,6488,0.009499451280238427,0.006400038396538404,0.026757409889181318,0.018552306524792922,0.007533474674437043,0.0059883832011452505,0,227,0,0,51529
2016-01-30,4286328,1637176,7230,3253,6193,3226,4269,3004,0.01349406764951259,0.00607139724258153,0.03026186555385615,0.015763729739502658,0.007967659031226728,0.005606663792411593,0,228,0,0,51984
2016-01-31,4897288,1771560,5425,3927,5270,3904,4240,3711,0.008862047729273835,0.0064149790659646724,0.023798234324550114,0.017629659734922892,0.006926282464907107,0.006062130713978839,0,229,0,0,52441
2016-02-01,6526920,2625432,4750,1459,4540,1437,3726,1220,0.005822041636790401,0.0017882860522267778,0.013833913809232157,0.004378707961204099,0.004566932029196007,0.0014953454309230081,0,230,0,0,52900
2016-02-02,9823152,4039848,4273,851,4092,820,2803,491,0.003479942079690918,6.930565667720504e-4,0.008103275172729272,0.0016238234705860221,0.002282770336853181,3.9987165015872703e-4,0,231,0,0,53361
2016-02-03,5626688,2336232,2845,644,2624,623,1854,395,0.004045008360157877,9.156363388195685e-4,0.008985408983354393,0.0021333497700570833,0.002636008962999192,5.61609245083431e-4,0,232,0,0,53824
2016-02-04,4498296,1907896,5378,540,5101,526,3709,280,0.009564510650255119,9.60363657705051e-4,0.021389006528657745,0.002205570953553024,0.006596275567459322,4.979663410322486e-4,0,233,0,0,54289
2016-02-05,3303288,1354576,1604,308,1514,302,904,146,0.003884614359995253,7.459234556599364e-4,0.008941543331640307,0.0017835839406574456,0.002189333778949943,3.535870926180218e-4,0,234,0,0,54756
2016-02-06,3030392,1095536,1729,321,1605,308,1040,163,0.004564425988452979,8.4741511989208e-4,0.01172029034189657,0.0022491273677907437,0.0027455193915506644,4.303073661757291e-4,0,235,0,0,55225
2016-02-07,6190432,1827936,1766,454,1653,442,901,228,0.0022822316762384273,5.867118805278856e-4,0.00723438895016018,0.0019344222117185722,0.0011643775426335352,2.946482571814051e-4,0,236,0,0,55696
2016-02-08,3395568,1505840,15128,308,14933,293,14361,115,0.035641754192523904,7.256517908049552e-4,0.07933379376294959,0.0015566062795516124,0.03383469275243494,2.7094141539795406e-4,0,237,0,0,56169
2016-02-09,4736976,1648416,2868,557,2734,540,1881,256,0.004843596421007833,9.406845210953148e-4,0.013268495331275599,0.0026206976879622618,0.0031767102049915386,4.3234333465062944e-4,0,238,0,0,56644
2016-02-10,8843712,3543048,3559,933,3353,905,1692,469,0.0032194625967014757,8.439894921951325e-4,0.007570882471815228,0.0020434383050977577,0.0015305790147847418,4.2425623991373756e-4,0,239,0,0,57121
2016-02-11,4506480,1708048,2463,668,2293,632,1516,411,0.004372370453214038,0.0011858479345298327,0.010739745018875348,0.002960104165690894,0.0026912357316575242,7.296160195984449e-4,0,240,0,0,57600
2016-02-12,4375408,1530384,1609,395,1507,382,763,136,0.002941897075655573,7.222183622647305e-4,0.007877761398446403,0.001996884442074669,0.0013950698997670617,2.4866252472912243e-4,0,241,0,0,58081
2016-02-13,4033776,1325672,1934,277,1739,264,843,97,0.0038356120914993792,5.49361194077212e-4,0.010494300249232088,0.001593154264403261,0.0016718826231302878,1.9237558059743526e-4,0,242,0,0,58564
2016-02-14,7796152,2036328,2533,375,2392,359,1407,110,0.0025992310052446385,3.8480522185816796e-4,0.009397307310020782,0.0014103818245390723,0.0014437891924118462,1.1287619841172927e-4,0,243,0,0,59049
2016-02-15,4667568,1560208,1926,359,1779,346,1085,131,0.003301076706327578,6.153097287495329e-4,0.009121860674986925,0.0017741224247023474,0.0018596408236580592,2.2452806257991314e-4,0,244,0,0,59536
2016-02-16,5507776,1852064,3373,467,3010,457,2129,241,0.0048992551621561955,6.783137150094703e-4,0.013001710524042365,0.001974013856972545,0.003092355244657735,3.500505467179493e-4,0,245,0,0,60025
2016-02-17,6443808,2243024,2176,432,2004,413,1067,123,0.002701508176531641,5.3632882916437e-4,0.007147493740593056,0.0014730114345633395,0.001324682547959219,1.5270473608152197e-4,0,246,0,0,60516
2016-02-18,7634864,2715976,2866,868,2685,833,1541,509,0.003003065935424652,9.095119441551284e-4,0.007908759134837715,0.002453629928983172,0.0016146980483214895,5.333428336117055e-4,0,247,0,0,61009
2016-02-19,6983616,2599688,2561,482,2421,463,1424,159,0.002933723732805469,5.52149488173462e-4,0.007450124784204874,0.0014247863589784621,0.0016312466206618462,1.821405987958101e-4,0,248,0,0,61504
2016-02-20,5791968,1995464,2311,521,2150,509,1359,299,0.003192006585671744,7.196172354543395e-4,0.008619549137443722,0.0020406281446320256,0.0018770821938242752,4.129857071033542e-4,0,249,0,0,62001
2016-02-21,9639032,3116992,3466,773,3233,717,1910,310,0.00287663740508383,6.415581979601271e-4,0.00829774346549494,0.0018402357144323759,0.0015852214205741822,2.5728724627120236e-4,0,250,0,0,62500
2016-02-22,5998576,2061160,2312,432,2174,416,1180,133,0.00308339845990115,5.761367364521179e-4,0.008437966970055697,0.001614624774398882,0.001573706826420137,1.7737543043549003e-4,0,251,0,0,63001
2016-02-23,6787152,2136016,3215,1348,3004,1306,2019,1006,0.0037895128914160166,0.0015888844098378818,0.01125085205354267,0.004891349128470948,0.00237979052185659,0.0011857698192113569,0,252,0,0,63504
2016-02-24,12187800,4108056,6568,1895,6265,1837,4651,1284,0.004311196442343983,0.0012438668176373094,0.012200417910564023,0.003577361165475836,0.003052888954528299,8.42810023137892e-4,0,253,0,0,64009
2016-02-25,10437512,3762928,3875,1079,3588,1029,2171,583,0.002970056465563824,8.27017013249901e-4,0.0076281023713448675,0.002187658121547901,0.001663998086900403,4.4684978565773145e-4,0,254,0,0,64516
2016-02-26,17049608,4762016,6276,1431,5807,1360,3403,644,0.0029448184380544114,6.714523876443376e-4,0.009755532110769892,0.0022847466283187623,0.0015967522537761573,3.021770353899046e-4,0,255,0,0,65025
2016-02-27,11659392,3505272,4498,860,4144,821,2443,313,0.003086267277058701,5.900822272722283e-4,0.0094577539203805,0.001873749027179631,0.0016762452107279692,2.1476248504210169e-4,0,256,0,0,65536
2016-02-28,13271056,3887888,5144,996,4747,948,3084,440,0.003100883607152287,6.004043687254428e-4,0.009767771088056034,0.0019506734761906722,0.001859083406776371,2.652388777501956e-4,0,257,0,0,66049
2016-02-29,13895760,4430632,4203,913,3914,847,2291,338,0.0024197309107238467,5.256279613349683e-4,0.0070671633301975885,0.0015293529230141433,0.001318963482385994,1.9459173157855347e-4,0,258,0,0,66564
2016-03-01,16254392,5205304,6153,1664,5605,1570,3718,906,0.0030283507374499153,8.189786489706905e-4,0.008614290346923062,0.0024129234334824634,0.0018299054187938864,4.459102499804361e-4,0,259,0,0,67081
2016-03-02,22154952,9337688,11287,5455,10733,5326,7364,3920,0.004075657667865857,0.001969762787118654,0.00919542396361926,0.004563013885235831,0.002659089489338546,0.0014154848992676671,0,260,0,0,67600
2016-03-03,19607040,7337480,8592,3767,8130,3642,5609,2713,0.0035056795926361145,0.0015369989554772164,0.008864078675512574,0.0039708455764104296,0.002288565739652696,0.0011069493406449928,0,261,0,0,68121
2016-03-04,17403112,6273200,7592,1506,7202,1455,4897,713,0.003489950532985135,6.922899766432578e-4,0.009184467257540012,0.0018555123382005996,0.002251091643839332,3.277574723417283e-4,0,262,0,0,68644
2016-03-05,12957688,4473208,8953,1578,8520,1521,7271,1017,0.005527529293806117,9.742478750838884e-4,0.015237386680878689,0.002720195439156865,0.004489072433292112,6.27889790215662e-4,0,263,0,0,69169
2016-03-06,13348064,4898216,4893,1285,4626,1244,3254,781,0.002932560107593131,7.701491392309776e-4,0.007555403844991727,0.00203176013471027,0.001950245368916421,4.680828620540027e-4,0,264,0,0,69696
2016-03-07,10213680,3922632,4537,798,4342,775,2970,341,0.0035536652802907473,6.250440585567591e-4,0.008855278802599887,0.0015805714122558527,0.0023262917968841787,2.670927618644798e-4,0,265,0,0,70225
2016-03-08,10766808,3564384,3755,701,3565,666,2349,252,0.002790056254369912,5.2086003576919e-4,0.008001382567085926,0.0014947884403027282,0.0017453640856231484,1.8724212412815386e-4,0,266,0,0,70756
2016-03-09,12921064,4199800,4198,931,3946,898,2385,383,0.0025991667559266017,5.764231180961568e-4,0.007516548407067003,0.0017105576456021715,0.0014766585785814543,2.371321742543803e-4,0,267,0,0,71289
2016-03-10,12126096,4569848,4426,1112,4200,1074,2621,480,0.0029199834802561353,7.336244080535071e-4,0.007352542141445405,0.0018801500618838964,0.0017291632855289947,3.1667240635403185e-4,0,268,0,0,71824
2016-03-11,16289216,5532384,9147,2566,8429,2442,5772,1317,0.004492297235176941,0.0012602202586054479,0.012188597176190228,0.0035312082458484446,0.0028347588981569153,6.468082932904812e-4,0,269,0,0,72361
2016-03-12,23612352,7356376,12344,4734,11361,4545,7708,2733,0.004182217849369686,0.0016039062944682512,0.012354996536338002,0.004942651109731204,0.0026115145157924124,9.259560419902262e-4,0,270,0,0,72900
2016-03-13,19513552,6625344,20741,6840,19840,6698,16775,5087,0.008503218686172563,0.0028042049955846068,0.023956491919513916,0.008087730991779446,0.00687727175452219,0.002085524972593406,0,271,0,0,73441
2016-03-14,16496320,5720984,10100,2820,9175,2725,7006,1506,0.004898062113247076,0.0013675777385501735,0.012829960720043965,0.003810533292874093,0.0033976062540008924,7.303447071831779e-4,0,272,0,0,73984
2016-03-15,17313616,5651872,8845,2922,8266,2731,5643,1688,0.0040869567628160405,0.0013501512335724669,0.01170019420114256,0.0038656218682942573,0.0026074275876281417,7.799641623101725e-4,0,273,0,0,74529
2016-03-16,17378088,6812264,8141,2327,7639,2227,5012,1167,0.0037477080332427824,0.0010712340736219082,0.008970879578360439,0.0026152832597209972,0.0023072733893394945,5.372282612448505e-4,0,274,0,0,75076
2016-03-17,12389112,4667048,9575,1846,8881,1791,5961,1096,0.006182848294534749,0.001192014407489415,0.015223327465241411,0.003070034848580945,0.0038491862855061765,7.077181964292517e-4,0,275,0,0,75625
