date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,slope_change2,date_num2
2016-03-18,10970632,3750424,5469,1536,5182,1481,3379,859,0.003988102052826127,0.0011200813225710241,0.011053683530182188,0.0031591094766885023,0.0024640330657340437,6.263996458909569e-4,0,276,0,0,76176
2016-03-19,12054352,3544568,5997,1296,5185,1234,3620,583,0.0039799733739316724,8.60104300919701e-4,0.011702413382956682,0.002785106675905216,0.002402451828186202,3.869142032686618e-4,0,277,0,0,76729
2016-03-20,10846656,3540576,4468,1090,4129,1041,2463,420,0.003295393529581836,8.039344107529546e-4,0.009329555416971702,0.00235215964859955,0.0018165967464995663,3.0977289221673483e-4,0,278,0,0,77284
2016-03-21,10320384,3342440,5607,1083,4980,1022,3743,484,0.004346349903259414,8.395036463759488e-4,0.011919436100573234,0.0024461172077883224,0.0029014424269484546,3.751798382695838e-4,0,279,0,0,77841
2016-03-22,12395808,3995656,7108,1582,6647,1497,4188,672,0.00458735727433016,0.0010209903218894646,0.01330845297993621,0.00299725501895058,0.002702849221285131,4.336950039884451e-4,0,280,0,0,78400
2016-03-23,11155600,3567576,6966,1762,6120,1511,3696,572,0.0049955179461436405,0.0012635806231847682,0.013723603926027084,0.0033882950216057063,0.00265050736849654,4.101975689339883e-4,0,281,0,0,78961
2016-03-24,10354144,3546776,6173,1519,5594,1410,3101,423,0.004769491326371354,0.0011736363720651363,0.01261765614744207,0.003180353086859728,0.0023959489070269836,3.268256651636292e-4,0,282,0,0,79524
2016-03-25,9765456,3108752,4536,1430,4188,1346,2257,699,0.0037159555068396193,0.0011714762730997918,0.010777315141252825,0.0034637693839843125,0.0018489663974728882,5.726307097180101e-4,0,283,0,0,80089
2016-03-26,8272776,2698384,3782,1200,3482,1153,2116,684,0.0036572971394366292,0.001160432725363288,0.010323215672787862,0.0034183422374280312,0.0020462297057239312,6.614466534570741e-4,0,284,0,0,80656
2016-03-27,7069000,2457408,2763,635,2555,602,1317,187,0.0031268920639411515,7.186306408261423e-4,0.008317707112534833,0.0019597885251451935,0.0014904512660913849,2.116282359598246e-4,0,285,0,0,81225
2016-03-28,8445168,2841008,3194,842,2940,790,1452,309,0.0030256354876540053,7.97615867440411e-4,0.008278751766978482,0.002224562549630272,0.0013754610920706373,2.927117613290819e-4,0,286,0,0,81796
2016-03-29,14162744,3493440,4451,940,3905,872,2285,320,0.002514202050111193,5.309705520342668e-4,0.00894247503893011,0.0019968855912796558,0.001290710331274787,1.8075593260740997e-4,0,287,0,0,82369
2016-03-30,16742992,4157664,6309,1672,5753,1584,3108,749,0.0030145149684118588,7.989014149920158e-4,0.011069677588184135,0.0030478653397677156,0.0014850392331310915,3.5788107645276306e-4,0,288,0,0,82944
2016-03-31,11622312,3832592,5147,1556,4844,1508,3026,812,0.0035428407015746953,0.0010710433517874928,0.010111172804201438,0.003147739180168408,0.0020828902201214354,5.589249367939872e-4,0,289,0,0,83521
2016-04-01,9159200,3155976,3861,1255,3636,1225,2077,727,0.00337234692986287,0.0010961656039828807,0.009216800127757626,0.0031052200650448546,0.0018141322386234606,6.349899554546249e-4,0,290,0,0,84100
2016-04-02,8162536,2360104,2756,629,2595,601,1587,212,0.0027011213181785663,6.164750758832794e-4,0.008796222539345724,0.002037198360750204,0.0015553989593430277,2.0777856293681277e-4,0,291,0,0,84681
2016-04-03,7880536,2336152,2328,489,2180,458,1328,172,0.00236329102487445,4.964129343486281e-4,0.00746526767093922,0.0015683910978395242,0.0013481316499283805,1.74607412490724e-4,0,292,0,0,85264
2016-04-04,8209656,2577064,3309,636,3123,600,2059,217,0.0032244956426919717,6.19758002040524e-4,0.009694753409306095,0.0018625847088004023,0.0020064178084928286,2.1145831201697124e-4,0,293,0,0,85849
2016-04-05,9183104,2766384,2641,676,2459,657,1376,246,0.0023007471112164255,5.889076286188199e-4,0.0071110879762173295,0.0018999531518400915,0.0011987232203838703,2.1430662224886053e-4,0,294,0,0,86436
2016-04-06,8694720,2942480,2877,713,2702,669,1609,264,0.002647123771668323,6.560303264509955e-4,0.007346184171175336,0.0018188738750985563,0.0014804387030289648,2.4290603952743735e-4,0,295,0,0,87025
2016-04-07,6447704,2298280,2288,654,2167,625,1311,284,0.002838839996377005,8.114516423210495e-4,0.007543032180587222,0.002175539969020311,0.001626625539882104,3.523734960537891e-4,0,296,0,0,87616
2016-04-08,5787360,1985432,2899,640,2621,604,1370,237,0.004007353957590335,8.846866274086976e-4,0.010560925783406332,0.0024337272694305323,0.0018937823117967433,3.276105167122833e-4,0,297,0,0,88209
2016-04-09,5784296,1922136,1842,571,1679,542,1097,290,0.0025475874678612576,7.897244539352758e-4,0.006988059117565042,0.0022558237294343377,0.0015172114290140063,4.010859748532924e-4,0,298,0,0,88804
2016-04-10,6170392,1843800,2780,405,2671,387,2011,148,0.0036043090941385897,5.25088195369111e-4,0.01158910944787938,0.001679140904653433,0.0026072897799685984,1.9188408127068752e-4,0,299,0,0,89401
2016-04-11,7113088,2329192,2291,427,2142,407,1446,162,0.00257665868888449,4.8024149286498354e-4,0.007357057726456213,0.001397909661376134,0.001626297889186806,1.8219934858109446e-4,0,300,0,0,90000
2016-04-12,7069528,2348240,1957,505,1823,482,974,198,0.0022145750041586937,5.714667230966481e-4,0.006210608796375158,0.0016420808775934317,0.0011021952243487824,2.2406022014482437e-4,0,301,0,0,90601
2016-04-13,6620272,2278672,2610,538,2466,512,1569,176,0.0031539489616136617,6.501243453441188e-4,0.008657674294501358,0.001797538215241158,0.001895994605659707,2.1268008323525075e-4,0,302,0,0,91204
2016-04-14,6102024,1950328,2959,762,2615,727,1716,333,0.003879368550500621,9.990127865770438e-4,0.010726400892567814,0.0029820625043582415,0.002249745330401847,4.365764539765822e-4,0,303,0,0,91809
2016-04-15,5546344,1766048,1548,404,1458,387,690,136,0.0022328221978297775,5.827262066687534e-4,0.0066045769990396635,0.001753066734312997,9.952502044590094e-4,1.961652576904714e-4,0,304,0,0,92416
2016-04-16,4833736,1449808,1420,531,1342,516,760,308,0.002350149035859633,8.788233366489192e-4,0.00740511847085959,0.002847273570017547,0.0012578262445445926,5.09750635947019e-4,0,305,0,0,93025
2016-04-17,5490184,1704952,1836,423,1681,401,719,190,0.002675320171418663,6.163727845915547e-4,0.007887612085266917,0.00188157789779419,0.0010476880191993565,2.7685775194419716e-4,0,306,0,0,93636
2016-04-18,5727264,2156824,2101,575,1961,553,1088,242,0.0029347346307067386,8.031758270615778e-4,0.007273657934073433,0.00205116411909363,0.0015197483475530376,3.380322611285249e-4,0,307,0,0,94249
2016-04-19,7802816,3055776,2203,852,2104,835,978,314,0.002258671741073992,8.735307868338815e-4,0.005508257149738724,0.002186024106479009,0.0010027149172811456,3.219350552415948e-4,0,308,0,0,94864
2016-04-20,9282072,3401392,3210,826,3047,797,1716,337,0.002766623659027855,7.119100131953297e-4,0.007166477724414005,0.0018745266643774077,0.001478980124265358,2.9045239037146016e-4,0,309,0,0,95481
2016-04-21,7835608,3404328,2901,942,2655,890,1304,385,0.0029618633295591104,9.617632735073016e-4,0.00623911679485643,0.0020914553474283325,0.0013313580771268803,3.930773463909884e-4,0,310,0,0,96100
2016-04-22,6370496,2474352,2398,653,2193,626,1187,236,0.003011382473201459,8.200303398667859e-4,0.007090341228733825,0.0020239642540754105,0.0014906217663428404,2.9636624840514774e-4,0,311,0,0,96721
2016-04-23,5020880,1594208,2413,448,2272,428,1573,173,0.0038447443476044042,7.138190914740046e-4,0.01140127260683675,0.0021477749453019932,0.0025063335510906457,2.756488902343812e-4,0,312,0,0,97344
2016-04-24,4903528,1516208,2730,1122,2516,1105,1847,831,0.004453936023206149,0.0018305187611858237,0.013275223452191256,0.0058303346242731865,0.0030133405988504603,0.0013557585477231902,0,313,0,0,97969
2016-04-25,7635816,2244728,3529,1309,3342,1292,2250,896,0.003697312769191924,0.0013714316845769986,0.011910574466037755,0.004604566789383836,0.0023573119100826945,9.387339873040419e-4,0,314,0,0,98596
2016-04-26,7500424,2264080,2326,621,2138,599,1151,210,0.002480926411626863,6.623625544369225e-4,0.007554503374439065,0.0021165329847001872,0.0012276639293991914,2.2398733724920085e-4,0,315,0,0,99225
2016-04-27,12058408,3481512,4352,1007,4056,954,2386,384,0.002887279979247675,6.680815576981639e-4,0.00932008851326665,0.0021921509964636056,0.0015829618636224617,2.547599981689125e-4,0,316,0,0,99856
2016-04-28,8149344,2494408,3613,563,3313,543,1932,188,0.003546788551323886,5.526825226668551e-4,0.010625366820504103,0.0017414953768589581,0.0018965943761853714,1.8455473225820386e-4,0,317,0,0,100489
2016-04-29,9362304,2503200,3385,805,3135,760,1630,223,0.002892450405370302,6.878648674514307e-4,0.010019175455417067,0.002428891019495046,0.0013928195452743257,1.905513856418249e-4,0,318,0,0,101124
2016-04-30,6946880,1905504,2450,541,2295,504,1287,166,0.0028214104749182366,6.230134967064352e-4,0.009635246108116278,0.0021159756159000453,0.001482104196416233,1.9116495462711316e-4,0,319,0,0,101761
2016-05-01,7107800,2137864,2055,484,1894,458,1017,144,0.0023129519682602213,5.44753650918709e-4,0.007087448032241527,0.0017138601894227134,0.0011446579813725766,1.6207546638903738e-4,0,320,0,0,102400
2016-05-02,7272272,2054176,2556,931,2144,907,1272,581,0.0028117760171786754,0.0010241641126734534,0.008349820073839827,0.003532316607729815,0.0013992875954034723,6.391400101646363e-4,0,321,0,0,103041
2016-05-03,8844920,2366584,3188,692,2874,665,1675,310,0.00288346304997671,6.258959945369771e-4,0.00971526892770339,0.0022479658444407636,0.001514993917412481,2.8038693396887705e-4,0,322,0,0,103684
2016-05-04,13980864,5559800,4783,1074,4524,1012,2595,335,0.0027368837862953247,6.145542936402214e-4,0.006509586675779704,0.0014561674880391381,0.0014848867709463449,1.9169058507399829e-4,0,323,0,0,104329
2016-05-05,14615336,5701736,6714,2315,6331,2250,3096,939,0.0036750438033035984,0.0012671621097181756,0.008882908643963874,0.003156933256818625,0.0016946582685475038,0.00051398065703039605,0,324,0,0,104976
2016-05-06,13924520,4785256,6524,1665,6071,1597,3647,800,0.0037482081967636946,9.565859361758969e-4,0.01014950924255672,0.0026698676100087434,0.00209529664218228,4.5962087023466514e-4,0,325,0,0,105625
2016-05-07,9945168,3152944,4265,888,3937,809,2491,388,0.0034308118274120657,7.14316741557307e-4,0.009989394039348622,0.002052684728939049,0.0020037871657874458,3.1211136905882333e-4,0,326,0,0,106276
2016-05-08,8559520,2639968,3931,1357,3620,1261,2448,850,0.003674037796511954,0.0012682954184346786,0.010969829937332573,0.003821258439496236,0.002287978765164402,7.944370712376395e-4,0,327,0,0,106929
2016-05-09,9127856,2840128,2670,668,2469,638,1385,335,0.002340089501850161,5.854605944703772e-4,0.006954616129977241,0.0017971021024404533,0.0012138666517087912,2.9360673525086287e-4,0,328,0,0,107584
2016-05-10,10373816,3392344,3879,674,3575,639,2248,260,0.0029913775220227544,5.197701597946213e-4,0.008430748768403204,0.0015069226469957057,0.001733595429107283,2.005048094163228e-4,0,329,0,0,108241
2016-05-11,9785424,3154976,3741,777,3461,733,2389,345,0.0030584264923012023,6.352305224587101e-4,0.008775978010609272,0.0018586512227034373,0.0019531090323730478,2.820521624816666e-4,0,330,0,0,108900
2016-05-12,8992032,2845176,5005,580,4739,557,3538,221,0.004452831128714844,5.160123985323895e-4,0.013325010473868752,0.001566159703301307,0.003147675631047576,1.966185173718243e-4,0,331,0,0,109561
2016-05-13,7880664,2556776,2074,382,1909,364,1089,117,0.0021054063464702975,3.8778458261892653e-4,0.005973147432547865,0.0011389343454412902,0.0011054906033298717,1.1877171771312671e-4,0,332,0,0,110224
2016-05-14,6627744,2222808,2415,591,2217,570,1253,284,0.002915019047205203,7.133649096887267e-4,0.007979096710107216,0.0020514592353455628,0.0015124301723180617,3.428014117624338e-4,0,333,0,0,110889
2016-05-15,6779144,2161872,2473,597,2231,551,1155,222,0.002918362554328393,0.00070451372621676135,0.008255807929424128,0.002038973630261181,0.0013630039426806688,2.619799785931675e-4,0,334,0,0,111556
2016-05-16,7670712,2501304,2787,593,2562,557,1425,168,0.0029066402180136603,6.184562788956227e-4,0.008194125943907657,0.0017814707848386282,0.0014861723396732923,1.752118968877987e-4,0,335,0,0,112225
2016-05-17,7708376,2435280,4972,744,4588,694,2828,274,0.005160101167872455,7.721470774129336e-4,0.015071778193883249,0.0022798199796327323,0.0029349891598437856,2.843659935633654e-4,0,336,0,0,112896
2016-05-18,8246976,2605720,5497,929,5094,877,3608,478,0.005332378801635896,9.011788078442329e-4,0.015639439387194327,0.002692537954960625,0.0034999495572680217,4.6368511318573013e-4,0,337,0,0,113569
2016-05-19,6732408,2206184,3191,704,2929,650,1900,311,0.00379180822077331,8.365506071527453e-4,0.010621054272898361,0.002357011019933061,0.002257736013622466,3.695557369666247e-4,0,338,0,0,114244
2016-05-20,7089816,2253072,2526,526,2320,503,1221,191,0.002850285536324215,5.935273919661667e-4,0.008237641762003168,0.0017860059509860315,0.0013777508471305884,2.155204027861936e-4,0,339,0,0,114921
2016-05-21,1608808,716640,669,177,631,169,370,80,0.0033266865903202867,8.801547481116454e-4,0.00704398303192677,0.0018865818263005135,0.0018398715073520272,3.978100556436815e-4,0,340,0,0,115600
2016-05-22,6234920,2069992,2110,513,1931,490,1031,176,0.00270733225125583,6.582281729356591e-4,0.0074628307742252145,0.0018937271255154609,0.001322871825139697,2.258248702469318e-4,0,341,0,0,116281
2016-05-23,5836992,2023328,1833,409,1684,390,791,121,0.00251225288641821,5.605627007883513e-4,0.006658337155419191,0.0015420139492954184,0.0010841200399109678,1.658388430205147e-4,0,342,0,0,116964
2016-05-24,6624040,2264944,2991,532,2556,492,1536,133,0.0036122970271918646,6.425081974142668e-4,0.009028037779300504,0.0017377913096306133,0.0018550612617073568,1.6062704935356672e-4,0,343,0,0,117649
2016-05-25,8872120,2693000,3225,746,2954,718,1580,237,0.002907985915429458,6.726689900497288e-4,0.008775343483104344,0.0021329372447085036,0.0014246876732956723,2.1370315099435085e-4,0,344,0,0,118336
2016-05-26,10333664,3489912,3187,831,2923,801,1515,305,0.0024672758858813293,6.43334252013613e-4,0.00670045548426436,0.0018361494501867096,0.0011728656941042404,2.3612147637082066e-4,0,345,0,0,119025
2016-05-27,8293792,2818504,2993,763,2769,710,1481,307,0.0028869785979682154,7.359721584529731e-4,0.007859488579757205,0.0020152534819890267,0.0014285383573641587,2.961251017628607e-4,0,346,0,0,119716
2016-05-28,6933816,2430688,2482,738,2318,699,1262,315,0.0028636467999727713,8.514791854874719e-4,0.0076291157071578086,0.0023005832093629455,0.0014560524825002568,3.634362377080673e-4,0,347,0,0,120409
2016-05-29,5835264,2069816,2584,773,2399,717,1506,458,0.003542598929542862,0.0010597635342634026,0.009272321790922479,0.0027712608270493606,0.0020646880758094237,6.279064666140212e-4,0,348,0,0,121104
2016-05-30,5533176,1953536,3752,696,3466,636,2345,315,0.005424732558660704,0.0010062936729285314,0.014193749180972349,0.0026045079281876555,0.00339045784916294,4.554346364547233e-4,0,349,0,0,121801
2016-05-31,7629208,2366592,17137,708,15277,657,11114,205,0.017969886258180405,7.424099591989103e-4,0.05164219265509222,0.0022209151387311376,0.011654158596803233,2.1496333564375227e-4,0,350,0,0,122500
2016-06-01,8451080,2640504,10933,753,10340,689,6867,246,0.010349446461280687,7.128083037907581e-4,0.03132735265691702,0.002087480268918358,0.00650047094572528,2.328696450631162e-4,0,351,0,0,123201
2016-06-02,9850240,2943496,9485,705,8425,650,5407,186,0.0077033656032746405,5.72574881424209e-4,0.02289794176720471,0.0017666067832264763,0.004391365083490351,1.510623091417062e-4,0,352,0,0,123904
2016-06-03,13141192,3477664,8448,1506,7552,1373,4212,464,0.005142912454212677,9.168118082438793e-4,0.01737258113492275,0.0031584419886452517,0.0025641509537338773,2.8247057040183264e-4,0,353,0,0,124609
2016-06-04,9297672,3404848,4952,1279,4621,1175,2723,552,0.004260851533588193,0.0011004905313932347,0.0108574597162634,0.0027607693500561552,0.0023429520852101472,4.7495760229012167e-4,0,354,0,0,125316
2016-06-05,7665768,2697088,3339,829,3092,784,1697,311,0.0034845823666982876,8.651448882877749e-4,0.0091713729770775,0.0023254710265293533,0.0017709901995468687,3.245597831815416e-4,0,355,0,0,126025
2016-06-06,8260384,2734104,3671,846,3426,810,1949,353,0.0035552826599828773,8.193323700205705e-4,0.01002449065580534,0.002370063465032786,0.0018875635805793048,3.418727264979449e-4,0,356,0,0,126736
2016-06-07,11248888,3657664,4608,1060,4253,989,2304,404,0.003277123925493791,7.538522918887628e-4,0.009302111949047261,0.0021631292540812935,0.0016385619627468956,2.8731728860666053e-4,0,357,0,0,127449
2016-06-08,12378344,4506312,5475,1385,5092,1314,2489,615,0.003538437774875217,8.95111656292635e-4,0.009039764667870312,0.002332727960247759,0.0016086158213085692,3.974683527942025e-4,0,358,0,0,128164
2016-06-09,10690448,4271072,3815,893,3578,837,1727,288,0.0028548850338171046,6.682601140756683e-4,0.0067018303601531415,0.0015677562916288934,0.0012923686640634706,2.1551949927636334e-4,0,359,0,0,128881
2016-06-10,10439896,4050976,3889,856,3686,823,1846,247,0.002980106315235324,6.559452316383228e-4,0.007279233448926875,0.0016252873381624577,0.0014145734785097476,1.892739161386282e-4,0,360,0,0,129600
2016-06-11,8597344,3126568,3391,761,3169,723,1652,203,0.00315539310745272,7.081256723006547e-4,0.008108571443192663,0.0018499517682007876,0.0015372189364529325,1.8889554727599594e-4,0,361,0,0,130321
2016-06-12,10798024,4571312,4699,1554,4406,1422,2081,488,0.003481377703920643,0.0011513217603517088,0.007710696622763881,0.0024885634583681885,0.0015417635671119085,3.615476313073577e-4,0,362,0,0,131044
2016-06-13,12435136,4860584,8295,1353,7893,1258,5720,503,0.00533649169578845,8.704368010128718e-4,0.012991031530367545,0.0020705330882050386,0.0036798954189162063,3.2359919505504405e-4,0,363,0,0,131769
2016-06-14,10874312,4073152,5043,1338,4732,1272,2821,649,0.0037100278160126362,9.843381355988314e-4,0.00929403076536304,0.002498310890435712,0.002075349686490511,4.774554932762643e-4,0,364,0,0,132496
2016-06-15,10406192,3874944,4332,1183,4027,1089,2222,499,0.0033303248681169828,9.094585223874401e-4,0.00831392660126185,0.0022482905559409374,0.0017082137250590801,3.836177537373902e-4,0,365,0,0,133225
2016-06-16,8227696,3300336,4653,1538,4319,1457,2828,950,0.0045242313279440565,0.001495436875645381,0.010469237071619375,0.0035317616145750007,0.0027497369859071116,9.237093835260807e-4,0,366,0,0,133956
2016-06-17,6360048,2667536,4010,1096,3725,1059,2065,591,0.005043987089405615,0.0013786059476280682,0.011171358137247258,0.003175964635528818,0.002597464673222592,7.433906159198799e-4,0,367,0,0,134689
2016-06-18,6689600,2424920,4189,802,3927,756,2634,316,0.005009567089213107,9.59100693613968e-4,0.012955478943635254,0.002494102898239942,0.003149964123415451,3.77900023917723e-4,0,368,0,0,135424
2016-06-19,6668584,2733304,12053,820,11742,791,10598,324,0.01445944146463477,9.837170829669387e-4,0.03436719808700386,0.0023151467966973306,0.012713943469858068,3.8868821326986356e-4,0,369,0,0,136161
2016-06-20,6499400,2535032,3071,650,2855,612,1862,308,0.0037800412345754993,8.000738529710435e-4,0.009009748200417195,0.0019313365669545788,0.0022919038680493586,3.791119180232021e-4,0,370,0,0,136900
2016-06-21,8221216,3074064,4633,1011,4480,976,3273,560,0.004508335506572264,9.83796071043505e-4,0.011658833387984114,0.0025399601309536823,0.003184930307146777,5.44931552704612e-4,0,371,0,0,137641
2016-06-22,6396080,2401160,2608,541,2458,513,1521,218,0.003261997973758927,6.766644569799002e-4,0.008189375135351246,0.0017091738992820137,0.0019024152293279635,2.726670085427324e-4,0,372,0,0,138384
2016-06-23,7024472,2522712,3264,914,2883,714,1944,473,0.0037172900682072617,0.0010409323291487246,0.009142541835928953,0.002264229923986567,0.002213974231799913,5.386881747126332e-4,0,373,0,0,139129
2016-06-24,13591664,6039072,5342,1472,5153,1431,3497,908,0.0031442801999814,8.664134133980945e-4,0.006826214358762406,0.0018956554914397444,0.0020583204528893595,5.344452305471942e-4,0,374,0,0,139876
2016-06-25,7685072,3359424,4908,1538,4719,1494,3379,1045,0.005109125848137793,0.0016010259890863743,0.0112376407384123,0.0035577527576155913,0.0035174686717313773,0.0010878232500619383,0,375,0,0,140625
2016-06-26,7180776,2552488,2763,887,2559,843,1426,400,0.003078218844314319,9.881940336253351e-4,0.008020409890271765,0.002642127994333372,0.001588686236696424,4.4563428799338677e-4,0,376,0,0,141376
2016-06-27,7021432,2676128,2434,646,2290,619,1232,249,0.0027732234678054276,7.360321940025909e-4,0.006845711415896399,0.001850434657834005,0.0014037022647232075,2.8370281162019373e-4,0,377,0,0,142129
2016-06-28,6898576,2398080,2594,690,2406,656,1305,319,0.003008157045743933,8.001651355294194e-4,0.008026421136909528,0.002188417400587136,0.001513355799805641,3.699314177302678e-4,0,378,0,0,142884
2016-06-29,7116984,2407088,2572,536,2419,512,1129,207,0.002891112302627068,6.025024083235258e-4,0.008039589744953238,0.0017016411531277627,0.0012690769011142922,2.3268283306524223e-4,0,379,0,0,143641
2016-06-30,6990232,2387160,2934,666,2741,638,1241,295,0.0033578284669235586,7.622064618170041e-4,0.009185810754201645,0.002138105531258902,0.0014202675962686217,3.3761397332735167e-4,0,380,0,0,144400
2016-07-01,5877000,2159040,2125,588,1992,560,1105,301,0.0028926322953888037,8.004083716181725e-4,0.007381058248110271,0.0020749962946494736,0.001504168793602178,4.097328568997788e-4,0,381,0,0,145161
2016-07-02,5757088,2022976,2715,786,2569,762,1510,392,0.003772740663335353,0.0010922188439711187,0.010159290075611376,0.0030133822645449083,0.002098283020860546,5.44719830581016e-4,0,382,0,0,145924
2016-07-03,5681976,2036176,4069,722,3804,689,2492,366,0.0057289928714940016,0.0010165477643692968,0.01494566285036264,0.002707035148238659,0.0035086385440558005,5.153136866470397e-4,0,383,0,0,146689
2016-07-04,5788232,2094504,4136,516,3835,477,2236,148,0.005716426017478221,7.131711375770701e-4,0.01464785934999408,0.001821911058656369,0.0030904082628339705,2.0455296194071005e-4,0,384,0,0,147456
2016-07-05,7557672,2609288,3724,599,3550,575,1947,178,0.0039419546124785515,6.340576833712816e-4,0.010884195228736728,0.0017629330300066531,0.0020609521027109934,1.8841780908195011e-4,0,385,0,0,148225
2016-07-06,9571760,3032080,5688,1024,5288,989,3150,373,0.004753984638143873,8.558509615786439e-4,0.013952138466003535,0.0026094298303474843,0.0026327446571999297,3.117503990906583e-4,0,386,0,0,148996
2016-07-07,8039912,3075376,8294,1362,7833,1321,4800,539,0.008252826647853857,0.0013552387140555767,0.020376045075463943,0.003436327785610605,0.004776171679491019,5.363242781761791e-4,0,387,0,0,149769
2016-07-08,6797144,3274112,4242,922,4016,886,2650,329,0.0049926851630626035,0.0010851616502460446,0.009812737010829195,0.0021648618006958834,0.003118957020772254,3.872214565411591e-4,0,388,0,0,150544
2016-07-09,4339024,1890912,2115,377,1992,362,1277,121,0.003899494448521142,6.950871901146433e-4,0.008427679342031782,0.0015315361053290688,0.002354446529910874,2.2309164457260435e-4,0,389,0,0,151321
2016-07-10,4429392,1773344,2669,412,2572,400,1878,170,0.004820526157991886,7.441201862467806e-4,0.011602937726690367,0.0018045004240575997,0.0033918876450763445,3.070398826746425e-4,0,390,0,0,152100
2016-07-11,4698808,1710728,2160,344,2027,301,1417,97,0.003677528428486544,5.856804534256347e-4,0.00947900542926754,0.0014075878807151107,0.002412526751465478,1.6514826739036793e-4,0,391,0,0,152881
2016-07-12,6751832,2335536,2537,448,2393,426,1383,105,0.0030059989644292094,5.308188947829271e-4,0.00819683361763638,0.0014591939494831164,0.0016386663649214021,1.2441067846474853e-4,0,392,0,0,153664
2016-07-13,8939552,2735752,2689,567,2552,537,1424,164,0.002406384570501967,5.074079774914895e-4,0.007462664744465141,0.0015703177773423907,0.0012743367900315363,1.4676350671711513e-4,0,393,0,0,154449
2016-07-14,9695808,3074472,3283,703,3087,659,1419,318,0.002708799514181799,5.800444893298217e-4,0.0080325987681787309,0.0017147659825817246,0.0011708152636685876,2.6238143329570884e-4,0,394,0,0,155236
2016-07-15,10393496,3459712,3438,744,3060,706,1554,232,0.0026462703213625135,5.726658287067219e-4,0.007075733471456584,0.0016325058270746234,0.0011961326583471048,1.7857321540317136e-4,0,395,0,0,156025
2016-07-16,7802424,2709624,2695,734,2432,690,1521,401,0.002763243832942173,7.525866320517828e-4,0.007180332031307665,0.002037183018750941,0.0015595153506141168,4.1115427718360344e-4,0,396,0,0,156816
2016-07-17,7469632,2436064,2841,647,2616,600,1454,217,0.0030427201768440534,6.929390899042951e-4,0.008590907299644016,0.00197039158248716,0.001557238696631909,2.3240770094162604e-4,0,397,0,0,157609
2016-07-18,11163264,3889864,3787,884,3366,810,1918,273,0.0027139015972389435,6.335064726588925e-4,0.006922607062869036,0.001665868009781319,0.0013745083875110363,1.9564170479171683e-4,0,398,0,0,158404
2016-07-19,24060312,9114936,7590,1789,6896,1690,3850,648,0.002523658047327067,5.948385041723483e-4,0.006052483528134482,0.0014832797509494308,0.0012801164008180775,2.1545855265717252e-4,0,399,0,0,159201
2016-07-20,17709152,6957872,5140,1314,4682,1258,2719,578,0.002321963242508732,5.935913814506759e-4,0.0053832551101831135,0.0014464192500235704,0.0012282914506578293,2.6110792882685745e-4,0,400,0,0,160000
2016-07-21,18778320,5968632,6461,1151,6021,1054,3720,301,0.0027525359031052832,4.903527046082929e-4,0.00807019095833015,0.001412719028413881,0.0015848063085515637,1.2823298356828513e-4,0,401,0,0,160801
2016-07-22,20459464,6824248,5254,1210,4909,1141,2674,413,0.002054403771281594,4.731306743910789e-4,0.005754773273187024,0.0013375832765749427,0.001045579688695657,1.614900566310046e-4,0,402,0,0,161604
2016-07-23,12275752,4162296,3400,717,3065,662,1631,189,0.0022157502041422797,4.672626165794161e-4,0.005890979401753263,0.0012723746701339838,0.0010629084067517818,1.2316964370085026e-4,0,403,0,0,162409
2016-07-24,12837800,4139944,3732,621,3504,591,1968,149,0.002325632117652557,3.8698219321067474e-4,0.006771106082594354,0.0011420444334512738,0.0012263783514309306,9.28507999813052e-5,0,404,0,0,163216
2016-07-25,14275576,4710792,4679,763,4261,725,2644,235,0.0026221008525330256,4.275834474209657e-4,0.007236150524158146,0.0012312154728971263,0.0014816915268427698,1.3169346021484526e-4,0,405,0,0,164025
2016-07-26,15088096,5637488,4964,1805,4667,1749,2751,1134,0.0026320087040803556,9.570458724546822e-4,0.006622807888903711,0.002481956502612511,0.0014586333490985211,6.012687087887034e-4,0,406,0,0,164836
2016-07-27,18473136,5444512,6013,1544,5595,1485,3489,885,0.0026039975021025126,6.686466228581872e-4,0.008221122480765952,0.002182013741543778,0.0015109508206944398,3.8325923654760084e-4,0,407,0,0,165649
2016-07-28,17367328,5787280,5655,1156,5330,1101,3106,500,0.0026048912072139134,5.324941176904128e-4,0.007367882666814116,0.001521958502094248,0.0014307324650055552,2.3031752495260066e-4,0,408,0,0,166464
2016-07-29,17694992,5979952,4979,969,4709,915,2628,249,0.0022510323824955674,4.3809005395424876e-4,0.006299716118122687,0.001224090093030847,0.0011881327779068788,1.1257422439072026e-4,0,409,0,0,167281
2016-07-30,13767040,4243608,4550,713,4218,678,1994,180,0.002643996095021152,4.143229045604574e-4,0.00795172409892714,0.0012781576432130395,0.0011587094974664124,1.0459764771512249e-4,0,410,0,0,168100
2016-07-31,16892552,4727960,8954,1412,8291,1274,6321,670,0.00424044869004991,6.686970683884827e-4,0.01402888349309216,0.002155686596333302,0.002993508618472804,3.172996004392942e-4,0,411,0,0,168921
