date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-07-16,74921,385391,80,40,73,39,4,0,2.0758139136617097e-4,1.0379069568308549e-4,9.743596588406455e-4,5.205483108874681e-4,1.0379069568308549e-5,0,0,32,0,1024,0
2015-07-17,73605,376874,79,30,70,30,7,2,2.096191300010083e-4,7.960220126620567e-5,9.510223490252021e-4,4.075810067250866e-4,1.857384696211466e-5,5.306813417747045e-6,0,33,0,1089,0
2015-07-18,66378,330487,63,25,57,22,3,1,1.9062777053257767e-4,7.564594068753083e-5,8.587182500225979e-4,3.314351140438097e-4,9.077512882503699e-6,3.025837627501233e-6,0,34,0,1156,0
2015-07-19,65472,329376,60,17,47,17,7,1,1.8216263480034975e-4,5.1612746526765765e-5,7.178641251221897e-4,2.5965298142717496e-4,2.1252307393374138e-5,3.0360439133391623e-6,0,35,0,1225,0
2015-07-20,73176,376020,78,33,63,30,5,1,2.074357746928355e-4,8.77612892931227e-5,8.609380124631027e-4,4.0997048212528697e-4,1.329716504441253e-5,2.659433008882506e-6,0,36,0,1296,0
2015-07-21,73809,379020,73,35,64,33,3,1,1.9260197351063268e-4,9.234341195715266e-5,8.671029278272298e-4,4.4709994716091536e-4,7.91514959632737e-6,2.63838319877579e-6,0,37,0,1369,0
2015-07-22,75514,402980,86,32,72,30,8,2,2.134100947937863e-4,7.940840736512978e-5,9.534655825409857e-4,3.9727732605874405e-4,1.9852101841282446e-5,4.9630254603206115e-6,0,38,0,1444,0
2015-07-23,76065,414875,69,36,59,33,9,2,1.6631515516721905e-4,8.67731244350708e-5,7.756524025504503e-4,4.338394793926247e-4,2.16932811087677e-5,4.820729135281711e-6,0,39,0,1521,0
2015-07-24,73515,373341,73,30,69,29,5,2,1.9553169890261182e-4,8.035549269970349e-5,9.385839624566415e-4,3.944773175542406e-4,1.3392582116617248e-5,5.357032846646899e-6,0,40,0,1600,0
2015-07-25,67304,338098,88,14,80,13,4,0,2.602795639134215e-4,4.140811244077161e-5,0.001188636633781053,1.9315345298942115e-4,1.183088926879189e-5,0,0,41,0,1681,0
2015-07-26,66247,342922,51,19,47,17,7,4,1.4872186678020074e-4,5.540618566321204e-5,7.094660890304467e-4,2.5661539390462964e-4,2.041280524434128e-5,1.1664460139623588e-5,0,42,0,1764,0
2015-07-27,73271,384423,63,26,57,26,7,3,1.638819737632764e-4,6.763383044198708e-5,7.779339711482033e-4,3.5484707455882953e-4,1.8209108195919598e-05,7.803903512536971e-6,0,43,0,1849,0
2015-07-28,74902,398091,62,24,55,23,13,4,1.5574328482683607e-4,6.0287723158775254e-5,7.342928092707805e-4,3.0706790205869e-4,3.2655850044336595e-5,1.0047953859795876e-5,0,44,0,1936,0
2015-07-29,76355,412661,70,32,57,25,5,3,1.696307622964128e-4,7.7545491335503e-5,7.465129984938773e-4,3.274179817955602e-4,1.2116483021172342e-5,7.269889812703405e-6,0,45,0,2025,0
2015-07-30,75137,392540,72,26,65,26,1,0,1.834207978804708e-4,6.623528812350333e-5,8.65086442099099e-4,3.460345768396396e-4,2.5475110816732053e-6,0,0,46,0,2116,0
2015-07-31,75372,408683,69,27,63,26,11,5,1.6883501393500586e-4,6.606587501804577e-5,8.358541633497851e-4,3.449556864618161e-4,2.6915726859203833e-5,1.2234421299638105e-5,0,47,0,2209,0
2015-08-01,68004,344517,66,25,56,25,2,1,1.9157254939524028e-4,7.25653596194092e-5,8.234809717075466e-4,3.676254337980119e-4,5.805228769552736e-6,2.902614384776368e-6,0,48,0,2304,0
2015-08-02,66832,342147,68,23,53,19,6,2,1.9874498388119726e-4,6.722256807746377e-5,7.930332774718698e-4,2.8429494852765143e-4,1.7536322107164464e-5,5.845440702388155e-6,0,49,0,2401,0
2015-08-03,72247,370507,70,24,61,23,6,2,1.889303036109979e-4,6.477610409519928e-5,8.44325715946683e-4,3.183523191274378e-4,1.619402602379982e-5,5.3980086745999405e-6,0,50,0,2500,0
2015-08-04,74365,396618,73,29,56,27,7,2,1.8405619512982266e-4,7.311821450362817e-5,7.530424258723862e-4,3.630740267599005e-4,1.764922419053094e-5,5.0426354830088395e-6,0,51,0,2601,0
2015-08-05,74949,390594,82,34,70,30,6,2,2.099366605733831e-4,8.704690804262226e-5,9.339684318670029e-4,4.002721850858584e-4,1.5361219066345106e-5,5.120406355448368e-6,0,52,0,2704,0
2015-08-06,75483,402169,64,28,56,28,5,2,1.591370791881025e-4,6.962247214479485e-5,7.41888902136905e-4,3.709444510684525e-4,1.2432584311570509e-5,4.973033724628203e-6,0,53,0,2809,0
2015-08-07,76189,415617,75,30,64,27,7,1,1.804546012314222e-4,7.218184049256887e-5,8.400162753153342e-4,3.543818661486566e-4,1.684242944826607e-5,2.406061349752296e-6,0,54,0,2916,0
2015-08-08,68207,341972,71,20,54,20,8,0,2.0761933725568175e-4,5.848432035371317e-5,7.91707595994546e-4,2.932250355535356e-4,2.339372814148527e-5,0,0,55,0,3025,0
2015-08-09,66631,342516,75,28,62,26,11,1,2.189678730336685e-4,8.174800593256957e-5,9.304978163317375e-4,3.902087616875028e-4,3.211528804493805e-5,2.9195716404489135e-6,0,56,0,3136,0
2015-08-10,73452,392510,86,28,60,25,21,1,2.191026980204326e-4,7.133576214618735e-5,8.168599901976801e-4,3.403583292490334e-4,5.350182160964052e-5,2.5477057909352627e-6,0,57,0,3249,0
2015-08-11,75579,406674,97,34,59,32,9,3,2.3852028897839548e-4,8.36050497450046e-5,7.8064012490242e-4,4.2339803384538034e-4,2.213074846191298e-5,7.376916153970994e-6,0,58,0,3364,0
2015-08-12,76245,411389,79,32,64,31,10,3,1.920323586678302e-4,7.778525920722237e-5,8.393993048724506e-4,4.0658403829759327e-4,2.4307893502256987e-5,7.292368050677097e-6,0,59,0,3481,0
2015-08-13,75721,398645,72,29,59,28,3,1,1.8061182254888435e-4,7.274642852663398e-5,7.791761862627276e-4,3.6977852907383685e-4,7.525492606203515e-6,2.5084975354011716e-6,0,60,0,3600,0
2015-08-14,75315,393530,73,29,52,23,5,2,1.8550047010393108e-4,7.369196757553427e-5,6.904335125804953e-4,3.053840536413729e-4,1.2705511650954184e-5,5.082204660381674e-6,0,61,0,3721,0
2015-08-15,68575,356304,70,35,55,26,8,2,1.9646144865059052e-4,9.823072432529526e-5,8.020415603353991e-4,3.791469194312796e-4,2.2452736988638914e-5,5.613184247159728e-6,0,62,0,3844,0
2015-08-16,67558,360106,50,27,46,26,5,3,1.3884800586493976e-4,7.497792316706747e-5,6.808964149323544e-4,3.848544953965482e-4,1.3884800586493978e-5,8.330880351896386e-6,0,63,0,3969,0
2015-08-17,73960,404542,78,32,69,29,6,2,1.9281063523688517e-4,7.910179907154263e-5,9.329367225527312e-4,3.921038399134667e-4,1.4831587325914244e-5,4.9438624419714145e-6,0,64,0,4096,0
