date,unique_users,tweet_count,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-06-17,75707,384457,3090,568,2276,460,1465,156,0.008037309764160882,0.001477408396777793,0.0300632702392117,0.006076056375236108,0.0038105691923934278,4.0576709488967556e-4,0,3,0,9,0
2015-06-18,74171,361456,2290,434,1727,345,953,126,0.006335487583550971,0.0012006993935638087,0.023284032843024903,0.004651413625271332,0.0026365588066044,3.485901465185251e-4,0,4,0,16,0
2015-06-19,72441,340250,2359,428,1850,365,1109,140,0.0069331373989713445,0.001257898603967671,0.025538024047155616,0.005038583122817189,0.0032593681116825863,4.114621601763409e-4,0,5,0,25,0
2015-06-20,65711,301898,1976,418,1595,353,908,126,0.006545257007333603,0.001384573597705185,0.024272952778073686,0.005372007730821323,0.0030076383414265745,4.1735950552835725e-4,0,6,0,36,0
2015-06-21,67140,309833,1877,407,1554,353,804,128,0.006058102267995985,0.0013136108807002482,0.023145665773011616,0.00525767053917188,0.0025949463097862395,4.131257806624859e-4,0,7,0,49,0
2015-06-22,71306,337562,2205,446,1765,365,975,139,0.006532133356242705,0.001321238765026869,0.024752475247524754,0.005118783833057527,0.0028883582867739854,4.11776207037522e-4,0,8,0,64,0
2015-06-23,72755,357780,2489,514,1950,412,1112,164,0.006956789088266533,0.0014366370395214937,0.026802281630128513,0.005662841041852794,0.0031080552294706246,4.5838224607300574e-4,0,9,0,81,0
2015-06-24,73150,356657,2223,412,1796,339,962,133,0.0062328792088757546,0.0011551714953022092,0.02455228981544771,0.004634313055365687,0.0026972693652444787,3.729073030951306e-4,0,10,0,100,0
2015-06-25,73588,366612,2737,501,2027,391,1087,135,0.007465658516360621,0.0013665673791365257,0.027545251943251615,0.005313366309724412,0.0029649875072283506,3.68236718929004e-4,0,11,0,121,0
2015-06-26,77794,415664,2857,506,2182,401,1344,155,0.006873340005388968,0.0012173293814234573,0.028048435612000926,0.005154639175257732,0.003233380807575349,3.7289734015935947e-4,0,12,0,144,0
2015-06-27,67997,333343,2062,438,1676,373,945,120,0.006185820611202275,0.001313961895105042,0.02464814624174596,0.0054855361265938206,0.002834917787384166,3.599895603027512e-4,0,13,0,169,0
2015-06-28,64743,318209,2246,418,1754,331,1137,120,0.007058254166286937,0.0013136020665663133,0.02709173192468684,0.005112521817030412,0.0035731233246074122,3.7711064111951577e-4,0,14,0,196,0
2015-06-29,71477,392641,4249,829,2541,600,2068,271,0.010821590205811416,0.002111343440954969,0.03554989716971893,0.008394308658729381,0.0052668977513810325,6.901979161626014e-4,0,15,0,225,0
2015-06-30,72885,369547,2402,445,1926,379,1059,140,0.00649984981612623,0.0012041770059018203,0.026425190368388557,0.005199972559511559,0.0028656706724719725,3.788422041039435e-4,0,16,0,256,0
2015-07-01,75121,385414,2660,482,2152,409,1072,141,0.006901669373712424,0.0012506032474170633,0.028647115986208917,0.005444549460204204,0.002781424649857037,3.6584036905768863e-4,0,17,0,289,0
2015-07-02,73176,363686,2402,407,1889,355,1026,118,0.00660459847230853,0.0011190972432262997,0.02581447469115557,0.004851317371815896,0.0028211149178137183,3.244557117953399e-4,0,18,0,324,0
2015-07-03,69295,339979,2368,462,1842,382,994,151,0.0069651360819344725,0.0013589074619314721,0.026582004473627244,0.005512663251316834,0.0029237099938525615,4.4414507954903095e-4,0,19,0,361,0
2015-07-04,67854,322823,1922,352,1559,305,828,102,0.005953726964931247,0.0010903807969072836,0.022975800984466648,0.004494945029032924,0.0025648730109069057,3.159626172856333e-4,0,20,0,400,0
2015-07-05,65220,311657,1616,299,1363,266,736,98,0.005185187561967163,9.593880451907065e-4,0.020898497393437597,0.004078503526525606,0.0023615705727771234,3.144482556143453e-4,0,21,0,441,0
2015-07-06,72872,366958,2555,474,1949,385,1170,142,0.006962649676529739,0.0012917009576027775,0.026745526402459106,0.005283236359644308,0.003188375781424577,3.86965265779735e-4,0,22,0,484,0
2015-07-07,73046,372688,3250,489,2443,414,1615,144,0.00872043103078178,0.0013120894689391664,0.03344467869561646,0.005667661473591983,0.004333383419911562,3.8638217490233117e-4,0,23,0,529,0
2015-07-08,74004,377516,2969,516,2307,422,1396,141,0.007864567329596627,0.0013668294853728055,0.03117399059510297,0.005702394465164045,0.003697856514690768,3.7349410356117357e-4,0,24,0,576,0
2015-07-09,74386,382108,2922,475,2257,394,1450,147,0.007647052665738482,0.0012431040438828814,0.03034173097088162,0.005296695614766219,0.0037947386602740587,3.8470798831743904e-4,0,25,0,625,0
2015-07-10,74135,385535,2431,481,1873,417,1057,160,0.006305523493327454,0.0012476169478776247,0.02526471976799083,0.005624873541512107,0.002741644727456651,4.150077165497296e-4,0,26,0,676,0
2015-07-11,66986,329334,2005,387,1613,326,884,119,0.006088044356185514,0.0011750988358323162,0.024079658436091122,0.00486668856178903,0.0026842050927022416,3.6133530094068633e-4,0,27,0,729,0
2015-07-12,66240,329762,2102,456,1594,367,929,107,0.006374294187929477,0.0013828154851074411,0.02406400966183575,0.005540458937198067,0.0028171833018965195,3.244764405844215e-4,0,28,0,784,0
2015-07-13,73283,381887,2500,526,1997,421,1129,172,0.006546439129899682,0.0013773707929308932,0.02725052194915601,0.005744852148520121,0.0029563719110626964,4.5039501213709816e-4,0,29,0,841,0
2015-07-14,74881,391650,2982,495,2207,440,1549,151,0.007613941018766756,0.0012638835695135964,0.02947343117746825,0.005875989903980983,0.003955061917528406,3.855483212051577e-4,0,30,0,900,0
2015-07-15,75026,396257,2761,486,2032,408,1306,150,0.006967700255137449,0.0012264767562465773,0.02708394423266601,0.005438114786873884,0.003295840830572078,3.7854220871807944e-4,0,31,0,961,0
2015-07-16,74921,385391,2576,509,1998,421,1175,171,0.006684120801990706,0.0013207366025672629,0.0266680903885426,0.005619252279067284,0.003048851685690636,4.4370522404519046e-4,0,32,0,1024,0
2015-07-17,73605,376874,2648,467,2034,398,1255,136,0.007026220965097088,0.0012391409330439352,0.027633992255960874,0.005407241355886149,0.003330025419636271,3.608633124067991e-4,0,33,0,1089,0
2015-07-18,66378,330487,2644,410,1784,352,1367,119,0.00800031468711326,0.0012405934272755055,0.02687637470246166,0.005302961824700955,0.0041363200367941855,3.600746776726467e-4,0,34,0,1156,0
2015-07-19,65472,329376,2541,424,1749,347,1338,118,0.007714587583794812,0.0012872826192558049,0.026713709677419355,0.005299975562072336,0.004062226756047799,3.582531817740212e-4,0,35,0,1225,0
