date,hillary_tpd,trump_tpd,hillary_upd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-07-23,35992,364702,22064,196448,1,1,1,1,0,0,2.7783951989330962e-5,2.7783951989330962e-5,4.532269760696157e-5,4.532269760696157e-5,0,0,0,37,0,1369,0
2015-07-24,68715,232124,37693,135070,4,2,4,2,0,0,5.821145310339809e-5,2.9105726551699046e-5,1.0612049982755419e-4,5.3060249913777095e-5,0,0,0,38,0,1444,0
2015-07-25,45930,152287,26064,84262,1,1,1,1,0,0,2.1772262138036142e-5,2.1772262138036142e-5,3.83670963781461e-5,3.83670963781461e-5,0,0,0,39,0,1521,0
2015-07-26,38208,160889,22016,83248,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1600,0
2015-07-27,50538,172456,27059,96164,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,1681,0
2015-07-28,48681,243883,27338,130794,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1764,0
2015-07-29,46032,207382,28268,115840,2,1,2,1,1,0,4.344803614876608e-5,2.172401807438304e-5,7.075137965190322e-5,3.537568982595161e-5,2.172401807438304e-5,0,0,43,0,1849,0
2015-07-30,47933,195376,28278,111224,5,0,4,0,0,0,1.0431226920910438e-4,0,1.4145271942853102e-4,0,0,0,0,44,0,1936,0
2015-07-31,68357,149325,35929,87855,1,1,1,1,0,0,1.4629079684597042e-5,1.4629079684597042e-5,2.7832669988031953e-5,2.7832669988031953e-5,0,0,0,45,0,2025,0
2015-08-01,46782,106443,26290,63909,13,1,11,1,7,0,2.778846564918131e-4,2.1375742807062544e-5,4.1841004184100416e-4,3.803727653100038e-5,1.496301996494378e-4,0,0,46,0,2116,0
2015-08-02,30816,125589,17396,73272,10,0,8,0,7,0,3.245067497403946e-4,0,4.598758335249483e-4,0,2.2715472481827623e-4,0,0,47,0,2209,0
2015-08-03,47311,156202,28883,86724,10,1,7,1,4,0,2.1136733529200397e-4,2.1136733529200396e-5,2.4235709586954265e-4,3.462244226707752e-5,8.454693411680158e-5,0,0,48,0,2304,0
2015-08-04,41912,212702,26816,122672,5,3,4,2,1,0,1.1929757587325825e-4,7.157854552395496e-5,1.4916467780429595e-4,7.458233890214797e-5,2.385951517465165e-5,0,0,49,0,2401,0
2015-08-05,56559,189473,33200,107461,3,0,3,0,2,0,5.304195618734419e-5,0,9.036144578313253e-5,0,3.536130412489613e-5,0,0,50,0,2500,0
2015-08-06,21869,112618,14146,68662,2,0,2,0,1,0,9.1453655859893e-5,0,1.413827230312456e-4,0,4.57268279299465e-5,0,0,51,0,2601,0
2015-08-07,140586,1052480,94392,494723,2,0,2,0,2,0,1.4226167612706813e-5,0,2.118823629121112e-5,0,1.4226167612706813e-5,0,0,52,0,2704,0
2015-08-08,43934,576309,28079,244205,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,2809,0
2015-08-09,37119,416290,23818,181172,5,0,5,0,4,0,1.3470190468493226e-4,0,2.0992526660508859e-4,0,1.077615237479458e-4,0,0,54,0,2916,0
2015-08-10,56219,379323,34450,178963,1,0,1,0,1,0,1.7787580711147478e-5,0,2.9027576197387517e-5,0,1.7787580711147478e-5,0,0,55,0,3025,0
2015-08-11,77109,371747,46525,176163,4,0,4,0,2,0,5.187461904576638e-5,0,8.597528210639441e-5,0,2.593730952288319e-5,0,0,56,0,3136,0
2015-08-12,124915,301292,71138,153464,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,3249,0
2015-08-13,74958,212582,40768,113107,17,0,12,0,5,0,2.2679367112249526e-4,0,2.943485086342229e-4,0,6.670402091838096e-5,0,0,58,0,3364,0
2015-08-14,66089,182053,35733,100229,5,5,5,5,4,4,7.56555553874321e-5,7.56555553874321e-5,1.3992667842050767e-4,1.3992667842050767e-4,6.052444430994568e-5,6.052444430994568e-5,0,59,0,3481,0
2015-08-15,58780,186967,30711,93845,1,0,1,0,0,0,1.701258931609391e-5,0,3.2561622871283904e-5,0,0,0,0,60,0,3600,0
2015-08-16,48977,245755,28000,112683,7,1,7,1,4,0,1.4292422974049044e-4,2.0417747105784347e-5,2.5e-4,3.571428571428572e-5,8.167098842313739e-5,0,0,61,0,3721,0
2015-08-17,60472,291678,32375,135884,8,1,7,1,5,0,1.3229263130043657e-4,1.653657891255457e-5,2.1621621621621621e-4,3.088803088803089e-5,8.268289456277285e-5,0,0,62,0,3844,0
2015-08-18,80689,326460,44419,164851,4,0,4,0,3,0,4.957305208888448e-5,0,9.005155451495981e-5,0,3.717978906666336e-5,0,0,63,0,3969,0
2015-08-19,91267,307124,50501,164673,2,0,2,0,0,0,2.1913725662068438e-5,0,3.960317617472921e-5,0,0,0,0,64,0,4096,0
2015-08-20,79602,393088,49828,206136,5,3,5,3,2,1,6.281249214843848e-5,3.7687495289063086e-5,1.0034518744481015e-4,6.0207112466886086e-5,2.5124996859375393e-5,1.2562498429687696e-5,0,65,0,4225,0
