date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-09-13,219094,121043,194,76,181,75,92,34,8.854646863903165e-4,3.4688307301888687e-4,0.0014953363680675462,6.196145171550606e-4,4.199110883912841e-4,1.5518453266634414e-4,0,89,0,7921,0
2015-09-14,277761,153159,135,43,123,40,51,10,4.8602935617311283e-4,1.5480935048476927e-4,8.030869880320451e-4,2.611665001730228e-4,1.8361109010984263e-4,3.6002174531341695e-5,0,90,0,8100,0
2015-09-15,368745,175044,174,74,167,73,57,22,4.718708050278648e-4,2.0068068719575859e-4,9.540458399031101e-4,4.170380018738146e-4,1.5457836716430053e-4,5.9661825923063364e-5,0,91,0,8281,0
2015-09-16,445836,212957,276,145,271,143,171,92,6.190617177616882e-4,3.25231699548713e-4,0.0012725573707368155,6.714970627873233e-4,3.835491077436546e-4,2.063539059205627e-4,0,92,0,8464,0
2015-09-17,1054329,558932,359,146,344,140,127,33,3.405009252330155e-4,1.3847669939838513e-4,6.154594834434242e-4,2.504776967502308e-4,1.2045575906571858e-4,3.1299527946210336e-5,0,93,0,8649,0
2015-09-18,462386,238661,107,45,97,43,22,5,2.314083903924427e-4,9.732128567906467e-5,4.064342309803445e-4,1.801718755892249e-4,4.7579295220876065e-5,1.0813476186562742e-5,0,94,0,8836,0
2015-09-19,374089,190185,127,62,122,59,42,14,3.394914044518818e-4,1.6573596122847773e-4,6.414806635644242e-4,3.1022425533033625e-4,1.1227274792896877e-4,3.742424930965626e-5,0,95,0,9025,0
2015-09-20,314414,178744,111,47,108,47,38,14,3.5303771460558375e-4,1.4948443771587778e-4,6.042160855749004e-4,2.6294588909278073e-4,1.208597581532629e-4,4.452727931962317e-5,0,96,0,9216,0
2015-09-21,309049,164727,137,63,125,55,50,9,4.432953997586143e-4,2.038511692320635e-4,7.588312784182314e-4,3.338857625040218e-4,1.6178664224766946e-4,2.9121595604580502e-5,0,97,0,9409,0
2015-09-22,192200,104860,71,36,69,35,26,10,3.6940686784599376e-4,1.8730489073881374e-4,6.580202174327675e-4,3.337783711615487e-4,1.3527575442247658e-4,5.202913631633715e-5,0,98,0,9604,0
2015-09-23,283563,143540,125,61,121,60,39,13,4.40819147773158e-4,2.151197441133011e-4,8.429706005294691e-4,4.180019506757698e-4,1.375355741052253e-4,4.584519136840843e-5,0,99,0,9801,0
2015-09-24,291339,140480,92,42,84,42,20,4,3.157833314454982e-4,1.4416195565990136e-4,5.979498861047836e-4,2.989749430523918e-4,6.864855031423874e-5,1.3729710062847748e-5,0,100,0,10000,0
2015-09-25,311789,193143,88,35,84,33,31,9,2.822421573564173e-4,1.1225540349402961e-4,4.349109209238751e-4,1.7085786179152235e-4,9.942621452328338e-5,2.8865675184179043e-5,0,101,0,10201,0
2015-09-26,204198,112429,65,35,64,35,19,11,3.183184947942683e-4,1.7140226642768294e-4,5.692481477198943e-4,3.113075807843172e-4,9.304694463217073e-5,5.3869283734414634e-5,0,102,0,10404,0
2015-09-27,180508,101933,39,18,37,17,15,5,2.1605690606510514e-4,9.971857203004853e-5,3.6298352839610334e-4,1.6677621574956097e-4,8.309881002504045e-5,2.7699603341680148e-5,0,103,0,10609,0
2015-09-28,242208,117896,60,17,60,17,22,5,2.4772096710265555e-4,7.018760734575241e-5,5.089231186808713e-4,1.4419488362624687e-4,9.083102127097371e-5,2.0643413925221297e-5,0,104,0,10816,0
2015-09-29,223591,120780,77,13,70,13,35,0,3.4437879878886004e-4,5.8141875120197145e-5,5.795661533366451e-4,1.0763371419109124e-4,1.565358176313e-4,0,0,105,0,11025,0
2015-09-30,263662,144049,321,23,317,22,260,2,0.0012174678186466007,8.723289666315206e-5,0.00220064005997959,1.527258085790252e-4,9.861110057573712e-4,7.585469275056701e-6,0,106,0,11236,0
2015-10-01,210753,124284,140,32,132,28,74,5,6.642847314154484e-4,1.5183651003781678e-4,0.0010620836149464131,2.2529046377651186e-4,3.511219294624513e-4,2.3724454693408872e-5,0,107,0,11449,0
2015-10-02,177995,107534,65,16,65,16,33,3,3.651787971572235e-4,8.989016545408578e-5,6.044599847490097e-4,1.487901500920639e-4,1.8539846624905193e-4,1.6854406022641084e-5,0,108,0,11664,0
2015-10-03,179500,93033,70,29,65,25,13,4,3.8997214484679665e-4,1.6155988857938718e-4,6.98676813603775e-4,2.687218513860673e-4,7.242339832869081e-5,2.2284122562674096e-5,0,109,0,11881,0
2015-10-04,216946,112407,156,83,153,81,110,59,7.190729490287906e-4,3.825836844191642e-4,0.0013611251968293789,7.205956924390829e-4,5.070386179049164e-4,2.719570768762734e-4,0,110,0,12100,0
2015-10-05,188903,107893,94,42,92,41,42,20,4.976098844380449e-4,2.2233633134465837e-4,8.526966531656363e-4,3.800061171716423e-4,2.2233633134465837e-4,1.0587444349745637e-4,0,111,0,12321,0
2015-10-06,210931,102433,203,153,184,143,140,124,9.624000265489662e-4,7.253556850344426e-4,0.0017962961155096502,0.0013960344810754347,6.637241562406664e-4,5.878699669560188e-4,0,112,0,12544,0
2015-10-07,183839,103945,102,63,101,63,69,49,5.54833305229032e-4,3.426911591120491e-4,9.716677088845063e-4,6.060897590071672e-4,3.753284123608157e-4,2.6653756819826043e-4,0,113,0,12769,0
2015-10-08,192513,107161,110,66,108,65,54,36,5.71389984053025e-4,3.42833990431815e-4,0.0010078293408982745,6.065639551702578e-4,2.8050053762603043e-4,1.8700035841735362e-4,0,114,0,12996,0
2015-10-09,197945,111533,127,87,125,86,85,66,6.415923615145622e-4,4.3951602717926696e-4,0.0011207445330081679,7.710722387096196e-4,4.294122104625022e-4,3.33425951653237e-4,0,115,0,13225,0
