date,trump_tpd,trump_upd,freq,freq_hate,freq_upd,freq_upd_hate,freq_rt,freq_rt_hate,norm,norm_hate,norm_upd,norm_upd_hate,norm_rt,norm_rt_hate,election,date_num,slope_change,date_num2,slope_change2
2015-08-15,186967,93845,36,16,36,16,18,4,1.9254734792770916e-4,8.557659907898185e-5,3.836112739091054e-4,1.7049389951515797e-4,9.627367396385458e-5,2.1394149769745463e-5,0,60,0,3600,0
2015-08-16,245755,112683,65,49,60,46,44,33,2.6449105816768735e-4,1.9938556692641044e-4,5.32467186709619e-4,4.0822484314404124e-4,1.7904010091351143e-4,1.3428007568513356e-4,0,61,0,3721,0
2015-08-17,291678,135884,54,44,51,44,27,24,1.8513566329994035e-4,1.508512812073588e-4,3.7532012598981483e-4,3.238055988931736e-4,9.256783164997017e-5,8.228251702219571e-5,0,62,0,3844,0
2015-08-18,326460,164851,49,32,45,32,18,12,1.50094958034675e-4,9.802119708386938e-5,2.729737763192216e-4,1.9411468538255757e-4,5.513692335967653e-5,3.675794890645102e-5,0,63,0,3969,0
2015-08-19,307124,164673,35,27,34,27,7,6,1.1396048501582423e-4,8.79123741550644e-5,2.0646979164768965e-4,1.6396130513198886e-4,2.2792097003164847e-5,1.9536083145569867e-5,0,64,0,4096,0
2015-08-20,393088,206136,84,37,76,36,42,9,2.1369260827092153e-4,9.412650602409639e-5,3.6868863274731244e-4,1.7464198393293747e-4,1.0684630413546077e-4,2.2895636600455876e-5,0,65,0,4225,0
2015-08-21,334594,173852,57,41,54,40,19,12,1.7035571468705356e-4,1.2253656670472275e-4,3.1060902376734236e-4,2.3008075834617952e-4,5.678523822901785e-5,3.586436098674812e-5,0,66,0,4356,0
2015-08-22,392028,193249,59,45,57,43,21,11,1.5049945412062404e-4,1.1478771924454376e-4,2.9495624815652346e-4,2.2251085387246507e-4,5.356760231412042e-5,2.8059220259777363e-5,0,67,0,4489,0
2015-08-23,299780,174616,28,22,28,22,4,3,9.340182800720529e-5,7.338715057708987e-5,1.6035185779080956e-4,1.2599074540706464e-4,1.3343118286743613e-5,1.0007338715057708e-5,0,68,0,4624,0
2015-08-24,290128,168661,40,24,38,24,12,4,1.3787018143715876e-4,8.272210886229526e-5,2.2530401219013286e-4,1.4229727085692602e-4,4.136105443114763e-5,1.3787018143715876e-5,0,69,0,4761,0
2015-08-25,490234,238574,92,73,85,71,17,13,1.8766548219829713e-4,1.4890848043995315e-4,3.5628358496734766e-4,2.976015827374316e-4,3.4677317362728816e-5,2.651794857149851e-5,0,70,0,4900,0
2015-08-26,1051509,517531,188,148,173,141,65,42,1.7879067131142007e-4,1.4075010294728812e-4,3.342794924362019e-4,2.724474475925114e-4,6.181592359171438e-5,3.9942596782338524e-5,0,71,0,5041,0
2015-08-27,687001,407793,129,70,126,68,53,11,1.8777265244155394e-4,1.0189213698378896e-4,3.089802914714083e-4,1.6675126841314097e-4,7.714690371629736e-5,1.601162152602398e-5,0,72,0,5184,0
2015-08-28,536163,317011,95,74,86,68,25,17,1.7718492324162615e-4,1.380177296829509e-4,2.712839617552703e-4,2.1450359766695792e-4,4.66276113793753e-5,3.17067757379752e-5,0,73,0,5329,0
2015-08-29,436020,267253,76,44,73,44,24,4,1.743039310123389e-4,1.009128021650383e-4,2.731494127287626e-4,1.6463800219267884e-4,5.504334663547544e-5,9.173891105912574e-6,0,74,0,5476,0
2015-08-30,393799,257159,66,32,64,31,31,4,1.675981909552843e-4,8.125972894801663e-5,2.488732651783527e-4,1.2054798782076458e-4,7.87203624183911e-5,1.0157466118502079e-5,0,75,0,5625,0
2015-08-31,664218,447710,81,60,81,60,20,13,1.2194791469065879e-4,9.033178865974725e-5,1.809206852650153e-4,1.3401532241852986e-4,3.0110596219915752e-5,1.957188754294524e-5,0,76,0,5776,0
2015-09-01,386534,237185,61,50,57,50,14,14,1.578127667941242e-4,1.2935472688042966e-4,2.4031873853742859e-4,2.108059109977444e-4,3.6219323526520305e-5,3.6219323526520305e-5,0,77,0,5929,0
2015-09-02,318191,191271,35,29,35,29,11,9,1.0999682580588389e-4,9.11402270963038e-5,1.8298644331864213e-4,1.5161733874973206e-4,3.4570430967563505e-5,2.8284898064370142e-5,0,78,0,6084,0
2015-09-03,366476,203184,46,27,39,26,10,1,1.2551981575874e-4,7.367467446708652e-5,1.919442475785495e-4,1.27962831719033e-4,2.7286916469291305e-5,2.7286916469291306e-6,0,79,0,6241,0
2015-09-04,338103,178916,46,32,38,28,10,7,1.3605321455296168e-4,9.464571447162551e-5,2.1239017192425496e-4,1.5649802141787207e-4,2.957678577238297e-5,2.070375004066808e-5,0,80,0,6400,0
2015-09-05,288003,160448,25,21,24,20,5,3,8.680465134043743e-5,7.291590712596744e-5,1.495811727163941e-4,1.2465097726366175e-4,1.7360930268087487e-5,1.0416558160852491e-5,0,81,0,6561,0
2015-09-06,271221,157369,24,13,22,12,7,1,8.848872321833487e-5,4.793139174326472e-5,1.397988167936506e-4,7.625390006926396e-5,2.5809210938681e-5,3.687030134097286e-6,0,82,0,6724,0
2015-09-07,260186,145843,64,51,56,46,24,18,2.4597787736465454e-4,1.9601362102495906e-4,3.839745479728201e-4,3.1540766440624505e-4,9.224170401174544e-5,6.918127800880909e-5,0,83,0,6889,0
2015-09-08,235438,135296,31,19,30,19,8,4,1.3166948411046645e-4,8.070065155157621e-5,2.2173604541154211e-4,1.4043282876064332e-4,3.3979221705926825e-5,1.6989610852963413e-5,0,84,0,7056,0
2015-09-09,279961,153343,49,40,47,40,19,16,1.7502437839556225e-4,1.4287704358821406e-4,3.065024161520252e-4,2.6085312012938313e-4,6.786659570440169e-5,5.715081743528563e-5,0,85,0,7225,0
2015-09-10,359705,180867,52,31,43,29,12,6,1.4456290571440486e-4,8.618173225281828e-5,2.377437564619306e-4,1.603388124975811e-4,3.3360670549478044e-5,1.6680335274739022e-5,0,86,0,7396,0
2015-09-11,279174,153329,46,40,44,38,18,18,1.6477179106936892e-4,1.4327981832119036e-4,2.8696463160915415e-4,2.478330909351786e-4,6.447591824453566e-5,6.447591824453566e-5,0,87,0,7569,0
2015-09-12,261369,138363,40,29,35,27,9,4,1.5304033760698475e-4,1.1095424476506395e-4,2.5295779941169244e-4,1.9513887383187703e-4,3.443407596157157e-5,1.5304033760698475e-5,0,88,0,7744,0
2015-09-13,219094,121043,38,32,33,28,7,7,1.7344153650944343e-4,1.4605603074479447e-4,2.726303875482267e-4,2.3132275307122263e-4,3.194975672542379e-5,3.194975672542379e-5,0,89,0,7921,0
2015-09-14,277761,153159,19,12,16,12,1,0,6.840413160954922e-5,4.3202609437610035e-5,1.0446660006920912e-4,7.834995005190685e-5,3.600217453134169e-6,0,0,90,0,8100,0
2015-09-15,368745,175044,41,27,38,27,7,6,1.1118794831116354e-4,7.322133181466867e-5,2.1708827494801308e-4,1.5424693219990402e-4,1.8983308248247434e-5,1.6271407069926372e-5,0,91,0,8281,0
2015-09-16,445836,212957,68,51,63,47,28,19,1.5252245220215505e-4,1.1439183915161629e-4,2.9583437031889065e-4,2.2070183182520416e-4,6.280336267147562e-5,4.2616567527072734e-5,0,92,0,8464,0
2015-09-17,1054329,558932,76,52,68,50,22,11,7.208376133066623e-5,4.93204682788769e-5,1.2166059556439782e-4,8.945632026793957e-5,2.0866351964140226e-5,1.0433175982070113e-5,0,93,0,8649,0
2015-09-18,462386,238661,90,80,82,75,43,42,1.9464257135812934e-4,1.7301561898500387e-4,3.435835767050335e-4,3.1425327137655503e-4,9.299589520443958e-5,9.083319996712703e-5,0,94,0,8836,0
2015-09-19,374089,190185,72,51,57,46,27,20,1.924675678782322e-4,1.363311939137478e-4,2.997081788784604e-4,2.4186975839314353e-4,7.217533795433707e-5,5.346321329950894e-5,0,95,0,9025,0
2015-09-20,314414,178744,38,19,33,19,11,3,1.208597581532629e-4,6.042987907663145e-5,1.8462158170344178e-4,1.0629727431410285e-4,3.498571946541821e-5,9.541559854204965e-6,0,96,0,9216,0
2015-09-21,309049,164727,61,42,54,37,11,8,1.9737970354215674e-4,1.3590077948804236e-4,3.2781511227667593e-4,2.246140584117965e-4,3.5593061294487284e-5,2.5885862759627114e-5,0,97,0,9409,0
